planet,species,z_exobase_km,knudsen,lambda_mfp_km,mass_amu,radius_AA,z_max_km,H0_km
warm_jupiter,F I,1745,1.0,92,18.998,1.47,8751,87.5
warm_jupiter,O I,1747,1.0,92,15.999,1.5,8751,87.5
warm_jupiter,Be I,1749,1.0,91,9.012,1.53,8751,87.5
warm_jupiter,Ne I,1749,1.0,92,20.18,1.54,8751,87.5
warm_jupiter,N I,1757,1.0,92,14.007,1.66,8751,87.5
warm_jupiter,Cl I,1763,1.0,92,35.45,1.75,8751,87.5
warm_jupiter,OH,1763,1.0,92,17.007,1.75,8751,87.5
warm_jupiter,C I,1763,1.0,92,12.011,1.77,8751,87.5
warm_jupiter,Li I,1766,1.0,92,6.94,1.82,8751,87.5
warm_jupiter,Ar I,1770,1.0,92,39.948,1.88,8751,87.5
warm_jupiter,P I,1770,1.0,92,30.974,1.9,8751,87.5
warm_jupiter,S I,1770,1.0,92,32.06,1.89,8751,87.5
warm_jupiter,B I,1772,1.0,92,10.81,1.92,8751,87.5
warm_jupiter,CH4,1777,1.0,92,16.042,2.0,8751,87.5
warm_jupiter,O2,1779,1.0,92,31.999,2.05,8751,87.5
warm_jupiter,CO,1782,1.0,92,28.01,2.1,8751,87.5
warm_jupiter,NO,1784,1.0,92,30.006,2.15,8751,87.5
warm_jupiter,Si I,1786,1.0,92,28.085,2.19,8751,87.5
warm_jupiter,NH3,1787,1.0,92,17.031,2.2,8751,87.5
warm_jupiter,SO,1787,1.0,92,48.059,2.2,8751,87.5
warm_jupiter,SiO,1787,1.0,92,44.084,2.2,8751,87.5
warm_jupiter,Al I,1790,1.0,92,26.982,2.25,8751,87.5
warm_jupiter,HCN,1790,1.0,92,27.026,2.25,8751,87.5
warm_jupiter,CO2,1791,1.0,92,44.01,2.3,8751,87.5
warm_jupiter,TiO,1791,1.0,92,63.866,2.3,8751,87.5
warm_jupiter,PH3,1794,1.0,92,33.998,2.35,8751,87.5
warm_jupiter,C3,1797,1.0,92,36.033,2.4,8751,87.5
warm_jupiter,V I,1798,1.0,92,50.941,2.42,8751,87.5
warm_jupiter,Fe I,1798,1.0,92,55.845,2.44,8751,87.5
warm_jupiter,Cr I,1799,1.0,92,51.996,2.45,8751,87.5
warm_jupiter,Mn I,1799,1.0,92,54.938,2.45,8751,87.5
warm_jupiter,Ti I,1799,1.0,92,47.867,2.46,8751,87.5
warm_jupiter,Na I,1801,1.0,92,22.99,2.5,8751,87.5
warm_jupiter,Mg I,1802,1.0,92,24.305,2.51,8751,87.5
warm_jupiter,OCS,1804,1.0,92,60.075,2.55,8751,87.5
warm_jupiter,Sc I,1805,1.0,92,44.956,2.58,8751,87.5
warm_jupiter,Ca I,1807,1.0,92,40.078,2.62,8751,87.5
warm_jupiter,SO2,1808,1.0,92,64.066,2.65,8751,87.5
warm_jupiter,K I,1812,1.0,92,39.098,2.73,8751,87.5
warm_jupiter,H2O,1813,1.0,92,18.015,2.75,8751,87.5
warm_jupiter,NaCl,1815,1.0,92,58.443,2.8,8751,87.5
warm_jupiter,H2S,1819,1.0,92,34.081,2.9,8751,87.5
warm_neptune,H I,7429,1.0,520,1.008,1.2,31251,312.5
warm_neptune,He I,7514,1.0,522,4.003,1.43,31251,312.5
warm_neptune,H2,7523,1.0,525,2.016,1.45,31251,312.5
warm_neptune,F I,7529,1.0,524,18.998,1.47,31251,312.5
warm_neptune,O I,7539,1.0,524,15.999,1.5,31251,312.5
warm_neptune,Be I,7551,1.0,526,9.012,1.53,31251,312.5
warm_neptune,Ne I,7554,1.0,526,20.18,1.54,31251,312.5
warm_neptune,N I,7595,1.0,527,14.007,1.66,31251,312.5
warm_neptune,Cl I,7623,1.0,527,35.45,1.75,31251,312.5
warm_neptune,OH,7623,1.0,527,17.007,1.75,31251,312.5
warm_neptune,C I,7629,1.0,527,12.011,1.77,31251,312.5
warm_neptune,Li I,7645,1.0,527,6.94,1.82,31251,312.5
warm_neptune,Ar I,7664,1.0,527,39.948,1.88,31251,312.5
warm_neptune,S I,7667,1.0,527,32.06,1.89,31251,312.5
warm_neptune,P I,7670,1.0,527,30.974,1.9,31251,312.5
warm_neptune,B I,7676,1.0,528,10.81,1.92,31251,312.5
warm_neptune,CH4,7701,1.0,529,16.042,2.0,31251,312.5
warm_neptune,O2,7717,1.0,530,31.999,2.05,31251,312.5
warm_neptune,CO,7732,1.0,531,28.01,2.1,31251,312.5
warm_neptune,NO,7748,1.0,533,30.006,2.15,31251,312.5
warm_neptune,Si I,7757,1.0,531,28.085,2.19,31251,312.5
warm_neptune,NH3,7760,1.0,531,17.031,2.2,31251,312.5
warm_neptune,SO,7760,1.0,531,48.059,2.2,31251,312.5
warm_neptune,SiO,7760,1.0,531,44.084,2.2,31251,312.5
warm_neptune,Al I,7776,1.0,533,26.982,2.25,31251,312.5
warm_neptune,HCN,7776,1.0,533,27.026,2.25,31251,312.5
warm_neptune,CO2,7789,1.0,532,44.01,2.3,31251,312.5
warm_neptune,TiO,7789,1.0,532,63.866,2.3,31251,312.5
warm_neptune,PH3,7804,1.0,534,33.998,2.35,31251,312.5
warm_neptune,C3,7817,1.0,533,36.033,2.4,31251,312.5
warm_neptune,V I,7823,1.0,534,50.941,2.42,31251,312.5
warm_neptune,Fe I,7829,1.0,535,55.845,2.44,31251,312.5
warm_neptune,Cr I,7832,1.0,535,51.996,2.45,31251,312.5
warm_neptune,Mn I,7832,1.0,535,54.938,2.45,31251,312.5
warm_neptune,Ti I,7832,1.0,532,47.867,2.46,31251,312.5
warm_neptune,Na I,7845,1.0,534,22.99,2.5,31251,312.5
warm_neptune,Mg I,7848,1.0,535,24.305,2.51,31251,312.5
warm_neptune,OCS,7857,1.0,534,60.075,2.55,31251,312.5
warm_neptune,Sc I,7867,1.0,536,44.956,2.58,31251,312.5
warm_neptune,Ca I,7876,1.0,535,40.078,2.62,31251,312.5
warm_neptune,SO2,7885,1.0,537,64.066,2.65,31251,312.5
warm_neptune,K I,7904,1.0,535,39.098,2.73,31251,312.5
warm_neptune,H2O,7910,1.0,537,18.015,2.75,31251,312.5
warm_neptune,NaCl,7923,1.0,537,58.443,2.8,31251,312.5
warm_neptune,H2S,7948,1.0,538,34.081,2.9,31251,312.5
