planet,species,z_exobase_km,knudsen,lambda_mfp_km,mass_amu,radius_AA,z_max_km,H0_km
mercury_like,PH3,303,1.0,55,33.998,2.35,4330,43.3
mercury_like,C3,304,1.0,55,36.033,2.4,4330,43.3
mercury_like,V I,305,1.0,55,50.941,2.42,4330,43.3
mercury_like,Fe I,305,1.0,55,55.845,2.44,4330,43.3
mercury_like,Cr I,306,1.0,55,51.996,2.45,4330,43.3
mercury_like,Mn I,306,1.0,55,54.938,2.45,4330,43.3
mercury_like,Ti I,306,1.0,55,47.867,2.46,4330,43.3
mercury_like,Mg I,307,1.0,55,24.305,2.51,4330,43.3
mercury_like,Na I,307,1.0,55,22.99,2.5,4330,43.3
mercury_like,OCS,308,1.0,55,60.075,2.55,4330,43.3
mercury_like,Sc I,309,1.0,55,44.956,2.58,4330,43.3
mercury_like,Ca I,310,1.0,55,40.078,2.62,4330,43.3
mercury_like,SO2,311,1.0,55,64.066,2.65,4330,43.3
mercury_like,K I,313,1.0,55,39.098,2.73,4330,43.3
mercury_like,H2O,313,1.0,55,18.015,2.75,4330,43.3
mercury_like,NaCl,314,1.0,55,58.443,2.8,4330,43.3
mercury_like,H2S,317,1.0,55,34.081,2.9,4330,43.3
metal_rich_secondary,H I,330,1.0,17,1.008,1.2,1616,16.2
metal_rich_secondary,He I,332,1.0,17,4.003,1.43,1616,16.2
metal_rich_secondary,H2,333,1.0,17,2.016,1.45,1616,16.2
metal_rich_secondary,F I,333,1.0,17,18.998,1.47,1616,16.2
metal_rich_secondary,O I,333,1.0,17,15.999,1.5,1616,16.2
metal_rich_secondary,Be I,333,1.0,17,9.012,1.53,1616,16.2
metal_rich_secondary,Ne I,333,1.0,17,20.18,1.54,1616,16.2
metal_rich_secondary,N I,334,1.0,17,14.007,1.66,1616,16.2
metal_rich_secondary,Cl I,335,1.0,17,35.45,1.75,1616,16.2
metal_rich_secondary,OH,335,1.0,17,17.007,1.75,1616,16.2
metal_rich_secondary,C I,335,1.0,17,12.011,1.77,1616,16.2
metal_rich_secondary,Li I,336,1.0,17,6.94,1.82,1616,16.2
metal_rich_secondary,Ar I,336,1.0,17,39.948,1.88,1616,16.2
metal_rich_secondary,P I,336,1.0,17,30.974,1.9,1616,16.2
metal_rich_secondary,S I,336,1.0,17,32.06,1.89,1616,16.2
metal_rich_secondary,B I,337,1.0,17,10.81,1.92,1616,16.2
metal_rich_secondary,CH4,337,1.0,17,16.042,2.0,1616,16.2
metal_rich_secondary,O2,338,1.0,17,31.999,2.05,1616,16.2
metal_rich_secondary,CO,338,1.0,17,28.01,2.1,1616,16.2
metal_rich_secondary,NO,338,1.0,17,30.006,2.15,1616,16.2
metal_rich_secondary,NH3,339,1.0,17,17.031,2.2,1616,16.2
metal_rich_secondary,SO,339,1.0,17,48.059,2.2,1616,16.2
metal_rich_secondary,Si I,339,1.0,17,28.085,2.19,1616,16.2
metal_rich_secondary,SiO,339,1.0,17,44.084,2.2,1616,16.2
metal_rich_secondary,Al I,339,1.0,17,26.982,2.25,1616,16.2
metal_rich_secondary,HCN,339,1.0,17,27.026,2.25,1616,16.2
metal_rich_secondary,CO2,340,1.0,17,44.01,2.3,1616,16.2
metal_rich_secondary,TiO,340,1.0,17,63.866,2.3,1616,16.2
metal_rich_secondary,PH3,340,1.0,17,33.998,2.35,1616,16.2
metal_rich_secondary,C3,340,1.0,17,36.033,2.4,1616,16.2
metal_rich_secondary,V I,341,1.0,17,50.941,2.42,1616,16.2
metal_rich_secondary,Cr I,341,1.0,17,51.996,2.45,1616,16.2
metal_rich_secondary,Fe I,341,1.0,17,55.845,2.44,1616,16.2
metal_rich_secondary,Mn I,341,1.0,17,54.938,2.45,1616,16.2
metal_rich_secondary,Ti I,341,1.0,17,47.867,2.46,1616,16.2
metal_rich_secondary,Na I,341,1.0,17,22.99,2.5,1616,16.2
metal_rich_secondary,Mg I,341,1.0,17,24.305,2.51,1616,16.2
metal_rich_secondary,OCS,342,1.0,17,60.075,2.55,1616,16.2
metal_rich_secondary,Sc I,342,1.0,17,44.956,2.58,1616,16.2
metal_rich_secondary,Ca I,342,1.0,17,40.078,2.62,1616,16.2
metal_rich_secondary,SO2,342,1.0,17,64.066,2.65,1616,16.2
metal_rich_secondary,K I,343,1.0,17,39.098,2.73,1616,16.2
metal_rich_secondary,H2O,343,1.0,17,18.015,2.75,1616,16.2
metal_rich_secondary,NaCl,343,1.0,17,58.443,2.8,1616,16.2
metal_rich_secondary,H2S,344,1.0,17,34.081,2.9,1616,16.2
mini_neptune_cool,H I,2315,1.0,149,1.008,1.2,11152,111.5
mini_neptune_cool,He I,2340,1.0,150,4.003,1.43,11152,111.5
mini_neptune_cool,H2,2342,1.0,150,2.016,1.45,11152,111.5
mini_neptune_cool,F I,2344,1.0,150,18.998,1.47,11152,111.5
mini_neptune_cool,O I,2348,1.0,150,15.999,1.5,11152,111.5
mini_neptune_cool,Be I,2351,1.0,151,9.012,1.53,11152,111.5
mini_neptune_cool,Ne I,2351,1.0,150,20.18,1.54,11152,111.5
mini_neptune_cool,N I,2363,1.0,150,14.007,1.66,11152,111.5
mini_neptune_cool,Cl I,2372,1.0,151,35.45,1.75,11152,111.5
mini_neptune_cool,OH,2372,1.0,151,17.007,1.75,11152,111.5
mini_neptune_cool,C I,2373,1.0,150,12.011,1.77,11152,111.5
mini_neptune_cool,Li I,2379,1.0,151,6.94,1.82,11152,111.5
mini_neptune_cool,Ar I,2384,1.0,150,39.948,1.88,11152,111.5
mini_neptune_cool,S I,2385,1.0,150,32.06,1.89,11152,111.5
mini_neptune_cool,P I,2386,1.0,151,30.974,1.9,11152,111.5
mini_neptune_cool,B I,2388,1.0,151,10.81,1.92,11152,111.5
mini_neptune_cool,CH4,2395,1.0,151,16.042,2.0,11152,111.5
mini_neptune_cool,O2,2399,1.0,151,31.999,2.05,11152,111.5
mini_neptune_cool,CO,2404,1.0,151,28.01,2.1,11152,111.5
mini_neptune_cool,NO,2408,1.0,152,30.006,2.15,11152,111.5
mini_neptune_cool,NH3,2411,1.0,151,17.031,2.2,11152,111.5
mini_neptune_cool,SO,2411,1.0,151,48.059,2.2,11152,111.5
mini_neptune_cool,Si I,2411,1.0,152,28.085,2.19,11152,111.5
mini_neptune_cool,SiO,2411,1.0,151,44.084,2.2,11152,111.5
mini_neptune_cool,Al I,2416,1.0,151,26.982,2.25,11152,111.5
mini_neptune_cool,HCN,2416,1.0,151,27.026,2.25,11152,111.5
mini_neptune_cool,CO2,2420,1.0,152,44.01,2.3,11152,111.5
mini_neptune_cool,TiO,2420,1.0,152,63.866,2.3,11152,111.5
mini_neptune_cool,PH3,2424,1.0,151,33.998,2.35,11152,111.5
mini_neptune_cool,C3,2428,1.0,152,36.033,2.4,11152,111.5
mini_neptune_cool,V I,2429,1.0,151,50.941,2.42,11152,111.5
mini_neptune_cool,Cr I,2431,1.0,151,51.996,2.45,11152,111.5
mini_neptune_cool,Fe I,2431,1.0,152,55.845,2.44,11152,111.5
mini_neptune_cool,Mn I,2431,1.0,151,54.938,2.45,11152,111.5
mini_neptune_cool,Ti I,2433,1.0,151,47.867,2.46,11152,111.5
mini_neptune_cool,Na I,2436,1.0,152,22.99,2.5,11152,111.5
mini_neptune_cool,Mg I,2437,1.0,152,24.305,2.51,11152,111.5
mini_neptune_cool,OCS,2439,1.0,151,60.075,2.55,11152,111.5
mini_neptune_cool,Sc I,2442,1.0,151,44.956,2.58,11152,111.5
mini_neptune_cool,Ca I,2445,1.0,152,40.078,2.62,11152,111.5
mini_neptune_cool,SO2,2447,1.0,152,64.066,2.65,11152,111.5
mini_neptune_cool,K I,2453,1.0,151,39.098,2.73,11152,111.5
mini_neptune_cool,H2O,2455,1.0,152,18.015,2.75,11152,111.5
mini_neptune_cool,NaCl,2458,1.0,152,58.443,2.8,11152,111.5
mini_neptune_cool,H2S,2465,1.0,152,34.081,2.9,11152,111.5
mini_neptune_warm,H I,4904,1.0,346,1.008,1.2,20919,209.2
mini_neptune_warm,He I,4960,1.0,348,4.003,1.43,20919,209.2
mini_neptune_warm,H2,4964,1.0,348,2.016,1.45,20919,209.2
mini_neptune_warm,F I,4969,1.0,347,18.998,1.47,20919,209.2
mini_neptune_warm,O I,4975,1.0,347,15.999,1.5,20919,209.2
mini_neptune_warm,Be I,4983,1.0,348,9.012,1.53,20919,209.2
mini_neptune_warm,Ne I,4985,1.0,348,20.18,1.54,20919,209.2
mini_neptune_warm,N I,5013,1.0,349,14.007,1.66,20919,209.2
mini_neptune_warm,Cl I,5031,1.0,349,35.45,1.75,20919,209.2
mini_neptune_warm,OH,5031,1.0,349,17.007,1.75,20919,209.2
mini_neptune_warm,C I,5036,1.0,349,12.011,1.77,20919,209.2
mini_neptune_warm,Li I,5046,1.0,349,6.94,1.82,20919,209.2
mini_neptune_warm,Ar I,5059,1.0,350,39.948,1.88,20919,209.2
mini_neptune_warm,S I,5061,1.0,350,32.06,1.89,20919,209.2
mini_neptune_warm,P I,5063,1.0,350,30.974,1.9,20919,209.2
mini_neptune_warm,B I,5067,1.0,350,10.81,1.92,20919,209.2
mini_neptune_warm,CH4,5084,1.0,351,16.042,2.0,20919,209.2
mini_neptune_warm,O2,5094,1.0,351,31.999,2.05,20919,209.2
mini_neptune_warm,CO,5105,1.0,352,28.01,2.1,20919,209.2
mini_neptune_warm,NO,5113,1.0,351,30.006,2.15,20919,209.2
mini_neptune_warm,Si I,5121,1.0,352,28.085,2.19,20919,209.2
mini_neptune_warm,NH3,5123,1.0,352,17.031,2.2,20919,209.2
mini_neptune_warm,SO,5123,1.0,352,48.059,2.2,20919,209.2
mini_neptune_warm,SiO,5123,1.0,352,44.084,2.2,20919,209.2
mini_neptune_warm,Al I,5134,1.0,353,26.982,2.25,20919,209.2
mini_neptune_warm,HCN,5134,1.0,353,27.026,2.25,20919,209.2
mini_neptune_warm,CO2,5142,1.0,353,44.01,2.3,20919,209.2
mini_neptune_warm,TiO,5142,1.0,353,63.866,2.3,20919,209.2
mini_neptune_warm,PH3,5151,1.0,352,33.998,2.35,20919,209.2
mini_neptune_warm,C3,5161,1.0,354,36.033,2.4,20919,209.2
mini_neptune_warm,V I,5165,1.0,354,50.941,2.42,20919,209.2
mini_neptune_warm,Fe I,5167,1.0,353,55.845,2.44,20919,209.2
mini_neptune_warm,Cr I,5170,1.0,353,51.996,2.45,20919,209.2
mini_neptune_warm,Mn I,5170,1.0,353,54.938,2.45,20919,209.2
mini_neptune_warm,Ti I,5172,1.0,353,47.867,2.46,20919,209.2
mini_neptune_warm,Mg I,5180,1.0,353,24.305,2.51,20919,209.2
mini_neptune_warm,Na I,5180,1.0,355,22.99,2.5,20919,209.2
mini_neptune_warm,OCS,5188,1.0,355,60.075,2.55,20919,209.2
mini_neptune_warm,Sc I,5193,1.0,354,44.956,2.58,20919,209.2
mini_neptune_warm,Ca I,5201,1.0,355,40.078,2.62,20919,209.2
mini_neptune_warm,SO2,5205,1.0,354,64.066,2.65,20919,209.2
mini_neptune_warm,K I,5220,1.0,356,39.098,2.73,20919,209.2
mini_neptune_warm,H2O,5222,1.0,354,18.015,2.75,20919,209.2
mini_neptune_warm,NaCl,5230,1.0,355,58.443,2.8,20919,209.2
mini_neptune_warm,H2S,5247,1.0,355,34.081,2.9,20919,209.2
sub_neptune,H I,7553,1.0,549,1.008,1.2,30210,302.1
sub_neptune,He I,7644,1.0,553,4.003,1.43,30210,302.1
sub_neptune,H2,7650,1.0,551,2.016,1.45,30210,302.1
sub_neptune,F I,7659,1.0,553,18.998,1.47,30210,302.1
sub_neptune,O I,7671,1.0,555,15.999,1.5,30210,302.1
sub_neptune,Be I,7680,1.0,553,9.012,1.53,30210,302.1
sub_neptune,Ne I,7686,1.0,556,20.18,1.54,30210,302.1
sub_neptune,N I,7728,1.0,556,14.007,1.66,30210,302.1
sub_neptune,Cl I,7759,1.0,556,35.45,1.75,30210,302.1
sub_neptune,OH,7759,1.0,556,17.007,1.75,30210,302.1
sub_neptune,C I,7768,1.0,559,12.011,1.77,30210,302.1
sub_neptune,Li I,7783,1.0,557,6.94,1.82,30210,302.1
sub_neptune,Ar I,7804,1.0,559,39.948,1.88,30210,302.1
sub_neptune,S I,7807,1.0,559,32.06,1.89,30210,302.1
sub_neptune,P I,7810,1.0,559,30.974,1.9,30210,302.1
sub_neptune,B I,7816,1.0,558,10.81,1.92,30210,302.1
sub_neptune,CH4,7843,1.0,561,16.042,2.0,30210,302.1
sub_neptune,O2,7858,1.0,560,31.999,2.05,30210,302.1
sub_neptune,CO,7873,1.0,560,28.01,2.1,30210,302.1
sub_neptune,NO,7892,1.0,563,30.006,2.15,30210,302.1
sub_neptune,Si I,7904,1.0,563,28.085,2.19,30210,302.1
sub_neptune,NH3,7907,1.0,563,17.031,2.2,30210,302.1
sub_neptune,SO,7907,1.0,563,48.059,2.2,30210,302.1
sub_neptune,SiO,7907,1.0,563,44.084,2.2,30210,302.1
sub_neptune,Al I,7922,1.0,564,26.982,2.25,30210,302.1
sub_neptune,HCN,7922,1.0,564,27.026,2.25,30210,302.1
sub_neptune,CO2,7937,1.0,564,44.01,2.3,30210,302.1
sub_neptune,TiO,7937,1.0,564,63.866,2.3,30210,302.1
sub_neptune,PH3,7952,1.0,565,33.998,2.35,30210,302.1
sub_neptune,C3,7967,1.0,566,36.033,2.4,30210,302.1
sub_neptune,V I,7973,1.0,566,50.941,2.42,30210,302.1
sub_neptune,Fe I,7979,1.0,567,55.845,2.44,30210,302.1
sub_neptune,Cr I,7982,1.0,567,51.996,2.45,30210,302.1
sub_neptune,Mn I,7982,1.0,567,54.938,2.45,30210,302.1
sub_neptune,Ti I,7985,1.0,567,47.867,2.46,30210,302.1
sub_neptune,Na I,7994,1.0,565,22.99,2.5,30210,302.1
sub_neptune,Mg I,7997,1.0,565,24.305,2.51,30210,302.1
sub_neptune,OCS,8009,1.0,566,60.075,2.55,30210,302.1
sub_neptune,Sc I,8018,1.0,567,44.956,2.58,30210,302.1
sub_neptune,Ca I,8031,1.0,568,40.078,2.62,30210,302.1
sub_neptune,SO2,8037,1.0,566,64.066,2.65,30210,302.1
sub_neptune,K I,8061,1.0,569,39.098,2.73,30210,302.1
sub_neptune,H2O,8067,1.0,570,18.015,2.75,30210,302.1
sub_neptune,NaCl,8079,1.0,569,58.443,2.8,30210,302.1
sub_neptune,H2S,8106,1.0,571,34.081,2.9,30210,302.1
super_earth_rocky,H I,233,1.0,12,1.008,1.2,1144,11.4
super_earth_rocky,He I,234,1.0,12,4.003,1.43,1144,11.4
super_earth_rocky,H2,234,1.0,12,2.016,1.45,1144,11.4
super_earth_rocky,F I,235,1.0,12,18.998,1.47,1144,11.4
super_earth_rocky,O I,235,1.0,12,15.999,1.5,1144,11.4
super_earth_rocky,Be I,235,1.0,12,9.012,1.53,1144,11.4
super_earth_rocky,Ne I,235,1.0,12,20.18,1.54,1144,11.4
super_earth_rocky,N I,236,1.0,12,14.007,1.66,1144,11.4
super_earth_rocky,Cl I,236,1.0,12,35.45,1.75,1144,11.4
super_earth_rocky,OH,236,1.0,12,17.007,1.75,1144,11.4
super_earth_rocky,C I,236,1.0,12,12.011,1.77,1144,11.4
super_earth_rocky,Li I,237,1.0,12,6.94,1.82,1144,11.4
super_earth_rocky,Ar I,237,1.0,12,39.948,1.88,1144,11.4
super_earth_rocky,S I,237,1.0,12,32.06,1.89,1144,11.4
super_earth_rocky,P I,237,1.0,12,30.974,1.9,1144,11.4
super_earth_rocky,B I,237,1.0,12,10.81,1.92,1144,11.4
super_earth_rocky,CH4,238,1.0,12,16.042,2.0,1144,11.4
super_earth_rocky,O2,238,1.0,12,31.999,2.05,1144,11.4
super_earth_rocky,CO,238,1.0,12,28.01,2.1,1144,11.4
super_earth_rocky,NO,239,1.0,12,30.006,2.15,1144,11.4
super_earth_rocky,Si I,239,1.0,12,28.085,2.19,1144,11.4
super_earth_rocky,NH3,239,1.0,12,17.031,2.2,1144,11.4
super_earth_rocky,SO,239,1.0,12,48.059,2.2,1144,11.4
super_earth_rocky,SiO,239,1.0,12,44.084,2.2,1144,11.4
super_earth_rocky,Al I,239,1.0,12,26.982,2.25,1144,11.4
super_earth_rocky,HCN,239,1.0,12,27.026,2.25,1144,11.4
super_earth_rocky,CO2,239,1.0,12,44.01,2.3,1144,11.4
super_earth_rocky,TiO,239,1.0,12,63.866,2.3,1144,11.4
super_earth_rocky,PH3,240,1.0,12,33.998,2.35,1144,11.4
super_earth_rocky,C3,240,1.0,12,36.033,2.4,1144,11.4
super_earth_rocky,V I,240,1.0,12,50.941,2.42,1144,11.4
super_earth_rocky,Cr I,240,1.0,12,51.996,2.45,1144,11.4
super_earth_rocky,Fe I,240,1.0,12,55.845,2.44,1144,11.4
super_earth_rocky,Mn I,240,1.0,12,54.938,2.45,1144,11.4
super_earth_rocky,Ti I,240,1.0,12,47.867,2.46,1144,11.4
super_earth_rocky,Mg I,240,1.0,12,24.305,2.51,1144,11.4
super_earth_rocky,Na I,240,1.0,12,22.99,2.5,1144,11.4
super_earth_rocky,OCS,241,1.0,12,60.075,2.55,1144,11.4
super_earth_rocky,Sc I,241,1.0,12,44.956,2.58,1144,11.4
super_earth_rocky,Ca I,241,1.0,12,40.078,2.62,1144,11.4
super_earth_rocky,SO2,241,1.0,12,64.066,2.65,1144,11.4
super_earth_rocky,K I,242,1.0,12,39.098,2.73,1144,11.4
super_earth_rocky,H2O,242,1.0,12,18.015,2.75,1144,11.4
super_earth_rocky,NaCl,242,1.0,12,58.443,2.8,1144,11.4
super_earth_rocky,H2S,242,1.0,12,34.081,2.9,1144,11.4
super_puff,Al I,225154,0.0,11,26.982,2.25,225154,2251.5
super_puff,Ar I,225154,0.0,14,39.948,1.88,225154,2251.5
super_puff,B I,225154,0.0,13,10.81,1.92,225154,2251.5
super_puff,Be I,225154,0.0,17,9.012,1.53,225154,2251.5
super_puff,C I,225154,0.0,15,12.011,1.77,225154,2251.5
super_puff,C3,225154,0.0,10,36.033,2.4,225154,2251.5
super_puff,CH4,225154,0.0,13,16.042,2.0,225154,2251.5
super_puff,CO,225154,0.0,12,28.01,2.1,225154,2251.5
super_puff,CO2,225154,0.0,11,44.01,2.3,225154,2251.5
super_puff,Ca I,225154,0.0,9,40.078,2.62,225154,2251.5
super_puff,Cl I,225154,0.0,15,35.45,1.75,225154,2251.5
super_puff,Cr I,225154,0.0,10,51.996,2.45,225154,2251.5
super_puff,F I,225154,0.0,18,18.998,1.47,225154,2251.5
super_puff,Fe I,225154,0.0,10,55.845,2.44,225154,2251.5
super_puff,H I,225154,0.0,21,1.008,1.2,225154,2251.5
super_puff,H2,225154,0.0,18,2.016,1.45,225154,2251.5
super_puff,H2O,225154,0.0,9,18.015,2.75,225154,2251.5
super_puff,H2S,225154,0.0,8,34.081,2.9,225154,2251.5
super_puff,HCN,225154,0.0,11,27.026,2.25,225154,2251.5
super_puff,He I,225154,0.0,18,4.003,1.43,225154,2251.5
super_puff,K I,225154,0.0,9,39.098,2.73,225154,2251.5
super_puff,Li I,225154,0.0,14,6.94,1.82,225154,2251.5
super_puff,Mg I,225154,0.0,10,24.305,2.51,225154,2251.5
super_puff,Mn I,225154,0.0,10,54.938,2.45,225154,2251.5
super_puff,N I,225154,0.0,16,14.007,1.66,225154,2251.5
super_puff,NH3,225154,0.0,11,17.031,2.2,225154,2251.5
super_puff,NO,225154,0.0,12,30.006,2.15,225154,2251.5
super_puff,Na I,225154,0.0,10,22.99,2.5,225154,2251.5
super_puff,NaCl,225154,0.0,9,58.443,2.8,225154,2251.5
super_puff,Ne I,225154,0.0,17,20.18,1.54,225154,2251.5
super_puff,O I,225154,0.0,17,15.999,1.5,225154,2251.5
super_puff,O2,225154,0.0,12,31.999,2.05,225154,2251.5
super_puff,OCS,225154,0.0,10,60.075,2.55,225154,2251.5
super_puff,OH,225154,0.0,15,17.007,1.75,225154,2251.5
super_puff,P I,225154,0.0,14,30.974,1.9,225154,2251.5
super_puff,PH3,225154,0.0,11,33.998,2.35,225154,2251.5
super_puff,S I,225154,0.0,14,32.06,1.89,225154,2251.5
super_puff,SO,225154,0.0,11,48.059,2.2,225154,2251.5
super_puff,SO2,225154,0.0,9,64.066,2.65,225154,2251.5
super_puff,Sc I,225154,0.0,9,44.956,2.58,225154,2251.5
super_puff,Si I,225154,0.0,12,28.085,2.19,225154,2251.5
super_puff,SiO,225154,0.0,11,44.084,2.2,225154,2251.5
super_puff,Ti I,225154,0.0,10,47.867,2.46,225154,2251.5
super_puff,TiO,225154,0.0,11,63.866,2.3,225154,2251.5
super_puff,V I,225154,0.0,10,50.941,2.42,225154,2251.5
ultra_hot_jupiter,H I,22521,1.0,1294,1.008,1.2,93052,930.5
ultra_hot_jupiter,He I,22735,1.0,1295,4.003,1.43,93052,930.5
ultra_hot_jupiter,H2,22753,1.0,1296,2.016,1.45,93052,930.5
ultra_hot_jupiter,F I,22772,1.0,1297,18.998,1.47,93052,930.5
ultra_hot_jupiter,O I,22800,1.0,1298,15.999,1.5,93052,930.5
ultra_hot_jupiter,Be I,22828,1.0,1300,9.012,1.53,93052,930.5
ultra_hot_jupiter,Ne I,22837,1.0,1301,20.18,1.54,93052,930.5
ultra_hot_jupiter,N I,22940,1.0,1302,14.007,1.66,93052,930.5
ultra_hot_jupiter,Cl I,23014,1.0,1303,35.45,1.75,93052,930.5
ultra_hot_jupiter,OH,23014,1.0,1303,17.007,1.75,93052,930.5
ultra_hot_jupiter,C I,23033,1.0,1305,12.011,1.77,93052,930.5
ultra_hot_jupiter,Li I,23070,1.0,1303,6.94,1.82,93052,930.5
ultra_hot_jupiter,Ar I,23116,1.0,1302,39.948,1.88,93052,930.5
ultra_hot_jupiter,S I,23126,1.0,1304,32.06,1.89,93052,930.5
ultra_hot_jupiter,P I,23135,1.0,1305,30.974,1.9,93052,930.5
ultra_hot_jupiter,B I,23154,1.0,1308,10.81,1.92,93052,930.5
ultra_hot_jupiter,CH4,23209,1.0,1303,16.042,2.0,93052,930.5
ultra_hot_jupiter,O2,23256,1.0,1312,31.999,2.05,93052,930.5
ultra_hot_jupiter,CO,23293,1.0,1313,28.01,2.1,93052,930.5
ultra_hot_jupiter,NO,23330,1.0,1314,30.006,2.15,93052,930.5
ultra_hot_jupiter,Si I,23358,1.0,1313,28.085,2.19,93052,930.5
ultra_hot_jupiter,NH3,23368,1.0,1315,17.031,2.2,93052,930.5
ultra_hot_jupiter,SO,23368,1.0,1315,48.059,2.2,93052,930.5
ultra_hot_jupiter,SiO,23368,1.0,1315,44.084,2.2,93052,930.5
ultra_hot_jupiter,Al I,23396,1.0,1307,26.982,2.25,93052,930.5
ultra_hot_jupiter,HCN,23396,1.0,1307,27.026,2.25,93052,930.5
ultra_hot_jupiter,CO2,23433,1.0,1310,44.01,2.3,93052,930.5
ultra_hot_jupiter,TiO,23433,1.0,1310,63.866,2.3,93052,930.5
ultra_hot_jupiter,PH3,23470,1.0,1312,33.998,2.35,93052,930.5
ultra_hot_jupiter,C3,23507,1.0,1315,36.033,2.4,93052,930.5
ultra_hot_jupiter,V I,23517,1.0,1311,50.941,2.42,93052,930.5
ultra_hot_jupiter,Cr I,23535,1.0,1310,51.996,2.45,93052,930.5
ultra_hot_jupiter,Fe I,23535,1.0,1316,55.845,2.44,93052,930.5
ultra_hot_jupiter,Mn I,23535,1.0,1310,54.938,2.45,93052,930.5
ultra_hot_jupiter,Ti I,23545,1.0,1312,47.867,2.46,93052,930.5
ultra_hot_jupiter,Na I,23572,1.0,1314,22.99,2.5,93052,930.5
ultra_hot_jupiter,Mg I,23582,1.0,1316,24.305,2.51,93052,930.5
ultra_hot_jupiter,OCS,23610,1.0,1318,60.075,2.55,93052,930.5
ultra_hot_jupiter,Sc I,23628,1.0,1317,44.956,2.58,93052,930.5
ultra_hot_jupiter,Ca I,23656,1.0,1319,40.078,2.62,93052,930.5
ultra_hot_jupiter,SO2,23675,1.0,1318,64.066,2.65,93052,930.5
ultra_hot_jupiter,K I,23721,1.0,1314,39.098,2.73,93052,930.5
ultra_hot_jupiter,H2O,23740,1.0,1320,18.015,2.75,93052,930.5
ultra_hot_jupiter,NaCl,23768,1.0,1317,58.443,2.8,93052,930.5
ultra_hot_jupiter,H2S,23833,1.0,1321,34.081,2.9,93052,930.5
volatile_super_earth,H I,2044,1.0,125,1.008,1.2,9478,94.8
volatile_super_earth,He I,2061,1.0,125,4.003,1.43,9478,94.8
volatile_super_earth,H2,2063,1.0,125,2.016,1.45,9478,94.8
volatile_super_earth,F I,2063,1.0,124,18.998,1.47,9478,94.8
volatile_super_earth,O I,2066,1.0,125,15.999,1.5,9478,94.8
volatile_super_earth,Be I,2068,1.0,125,9.012,1.53,9478,94.8
volatile_super_earth,Ne I,2069,1.0,125,20.18,1.54,9478,94.8
volatile_super_earth,N I,2078,1.0,125,14.007,1.66,9478,94.8
volatile_super_earth,Cl I,2083,1.0,125,35.45,1.75,9478,94.8
volatile_super_earth,OH,2083,1.0,125,17.007,1.75,9478,94.8
volatile_super_earth,C I,2085,1.0,125,12.011,1.77,9478,94.8
volatile_super_earth,Li I,2088,1.0,125,6.94,1.82,9478,94.8
volatile_super_earth,Ar I,2092,1.0,125,39.948,1.88,9478,94.8
volatile_super_earth,S I,2093,1.0,125,32.06,1.89,9478,94.8
volatile_super_earth,P I,2094,1.0,125,30.974,1.9,9478,94.8
volatile_super_earth,B I,2095,1.0,125,10.81,1.92,9478,94.8
volatile_super_earth,CH4,2100,1.0,126,16.042,2.0,9478,94.8
volatile_super_earth,O2,2103,1.0,125,31.999,2.05,9478,94.8
volatile_super_earth,CO,2106,1.0,125,28.01,2.1,9478,94.8
volatile_super_earth,NO,2110,1.0,126,30.006,2.15,9478,94.8
volatile_super_earth,Si I,2112,1.0,125,28.085,2.19,9478,94.8
volatile_super_earth,NH3,2113,1.0,126,17.031,2.2,9478,94.8
volatile_super_earth,SO,2113,1.0,126,48.059,2.2,9478,94.8
volatile_super_earth,SiO,2113,1.0,126,44.084,2.2,9478,94.8
volatile_super_earth,Al I,2116,1.0,125,26.982,2.25,9478,94.8
volatile_super_earth,HCN,2116,1.0,125,27.026,2.25,9478,94.8
volatile_super_earth,CO2,2118,1.0,125,44.01,2.3,9478,94.8
volatile_super_earth,TiO,2118,1.0,125,63.866,2.3,9478,94.8
volatile_super_earth,PH3,2121,1.0,125,33.998,2.35,9478,94.8
volatile_super_earth,C3,2124,1.0,125,36.033,2.4,9478,94.8
volatile_super_earth,V I,2126,1.0,126,50.941,2.42,9478,94.8
volatile_super_earth,Fe I,2127,1.0,126,55.845,2.44,9478,94.8
volatile_super_earth,Cr I,2128,1.0,126,51.996,2.45,9478,94.8
volatile_super_earth,Mn I,2128,1.0,126,54.938,2.45,9478,94.8
volatile_super_earth,Ti I,2128,1.0,126,47.867,2.46,9478,94.8
volatile_super_earth,Mg I,2131,1.0,126,24.305,2.51,9478,94.8
volatile_super_earth,Na I,2131,1.0,126,22.99,2.5,9478,94.8
volatile_super_earth,OCS,2134,1.0,126,60.075,2.55,9478,94.8
volatile_super_earth,Sc I,2135,1.0,125,44.956,2.58,9478,94.8
volatile_super_earth,Ca I,2137,1.0,126,40.078,2.62,9478,94.8
volatile_super_earth,SO2,2138,1.0,125,64.066,2.65,9478,94.8
volatile_super_earth,K I,2143,1.0,126,39.098,2.73,9478,94.8
volatile_super_earth,H2O,2144,1.0,126,18.015,2.75,9478,94.8
volatile_super_earth,NaCl,2147,1.0,126,58.443,2.8,9478,94.8
volatile_super_earth,H2S,2153,1.0,126,34.081,2.9,9478,94.8
warm_jupiter,H I,1727,1.0,91,1.008,1.2,8751,87.5
warm_jupiter,He I,1742,1.0,92,4.003,1.43,8751,87.5
warm_jupiter,H2,1744,1.0,92,2.016,1.45,8751,87.5
