1000.5 -3.12751902766079 
1000.55 -3.13400160257109 
1000.6 -3.13090742644841 
1000.65 -3.11503035787779 
1000.7 -3.12714595678272 
1000.75 -3.088200837524 
1000.8 -2.91976530608893 
1000.85 -2.98506356162985 
1000.9 -3.11048761465031 
1000.95 -3.10149012134585 
1001 -2.94273094369733 
1001.05 -2.98261654649231 
1001.1 -3.01980284794328 
1001.15 -3.10776403494759 
1001.2 -3.10428651892224 
1001.25 -3.11121480787079 
1001.3 -3.07011965912011 
1001.35 -3.11096573838299 
1001.4 -3.11570160234742 
1001.45 -3.11461108382356 
1001.5 -3.11258551162416 
1001.55 -3.1039687167787 
1001.6 -3.11039990662826 
1001.65 -3.11031108566451 
1001.7 -3.10830469335117 
1001.75 -3.09983199433956 
1001.8 -3.10611899585867 
1001.85 -3.10587811358613 
1001.9 -3.103856798648 
1001.95 -3.10074240144796 
1002 -3.0775839763536 
1002.05 -3.09584205013164 
1002.1 -3.07657241884162 
1002.15 -3.0955025727002 
1002.2 -3.09812609331737 
1002.25 -3.09746381796773 
1002.3 -3.09640160211059 
1002.35 -3.09530160209743 
1002.4 -3.09421109256804 
1002.45 -3.09319215710194 
1002.5 -3.09210160205796 
1002.55 -3.09101109394875 
1002.6 -3.08924564169601 
1002.65 -3.082568185599 
1002.7 -3.08705876671053 
1002.75 -3.08396413424694 
1002.8 -3.06232505798828 
1002.85 -3.06922365342566 
1002.9 -3.01356895378436 
1002.95 -3.07378729119835 
1003 -3.06752632435514 
1003.05 -2.97408729587495 
1003.1 -3.0654031768267 
1003.15 -3.07819215032249 
1003.2 -3.07710160187376 
1003.25 -3.07601110039205 
1003.3 -3.07499214886976 
1003.35 -3.07390160183429 
1003.4 -3.07281110177276 
1003.45 -3.07179214741702 
1003.5 -3.07070160179482 
1003.55 -3.06641678903668 
1003.6 -3.04196258740508 
1003.65 -3.06273117465391 
1003.7 -3.05861355268971 
1003.75 -3.04507791420089 
1003.8 -3.06195447144152 
1003.85 -3.0609323417411 
1003.9 -3.04313416886573 
1003.95 -3.05883362524016 
1004 -3.05912825061204 
1004.05 -3.05148488362881 
1004.1 -3.04838254697433 
1004.15 -2.99026175366618 
1004.2 -3.04653742078234 
1004.25 -3.05458792817584 
1004.3 -3.0536016015843 
1004.35 -3.05251111051724 
1004.4 -3.05149213821634 
1004.45 -3.05040160154483 
1004.5 -3.04930160153167 
1004.55 -3.04821111235818 
1004.6 -3.04719213627936 
1004.65 -3.0461016014922 
1004.7 -3.04501111373889 
1004.75 -3.02214059774042 
1004.8 -2.88470220499034 
1004.85 -2.99574871897081 
1004.9 -2.86003866107131 
1004.95 -3.01230307796395 
1005 -3.03634304758427 
1005.05 -3.02066552980363 
1005.1 -3.03449827689431 
1005.15 -3.03547309237794 
1005.2 -3.03423957001865 
1005.25 -3.03329217371152 
1005.3 -3.03229212949991 
1005.35 -3.031201601308 
1005.4 -3.03011112018219 
1005.45 -3.02908260691068 
1005.5 -3.02792059304133 
1005.55 -3.02689212707868 
1005.6 -3.02581112202313 
1005.65 -3.02138640377632 
1005.7 -2.99555718379199 
1005.75 -3.019302431533 
1005.8 -3.02160160118959 
1005.85 -3.02051112432431 
1005.9 -3.01841285845052 
1005.95 -3.00848879962877 
1006 -3.00919420002489 
1006.05 -3.01545985471632 
1006.1 -3.01521112662549 
1006.15 -3.01419212126773 
1006.2 -3.01310160108433 
1006.25 -3.0120111280062 
1006.3 -3.01099211981499 
1006.35 -3.00990160104486 
1006.4 -3.0088111293869 
1006.45 -3.00779211836225 
1006.5 -3.00671113030737 
1006.55 -3.00569211739376 
1006.6 -3.00460160097907 
1006.65 -3.00350160096591 
1006.7 -3.00241113214832 
1006.75 -3.00139211545678 
1006.8 -2.99915299284104 
1006.85 -2.98587307730661 
1006.9 -2.96619541219531 
1006.95 -2.98915750681538 
1007 -2.96062993539855 
1007.05 -2.99069278618101 
1007.1 -2.9939111358302 
1007.15 -2.99289211158281 
1007.2 -2.9866710951244 
1007.25 -2.94870295564143 
1007.3 -2.98219280695582 
1007.35 -2.98840645405572 
1007.4 -2.9791219770412 
1007.45 -2.91930282325274 
1007.5 -2.97705234632899 
1007.55 -2.98441113997233 
