species,b_label,b_effective_kms,star_key,teff_k,n_tau1_cm2,tau_check,beta,beta_err
Be III,100,100.0,B3,19000,,,,
Be III,100,100.0,B0,30000,,,,
Be III,100,100.0,O0,50000,,,,
B I,0,1e-20,M6,3000,7195204059.746814,1.0,1.0954707158702328e-09,3.5006714688481856e-11
B I,0,1e-20,K1,5000,7195204059.746814,1.0,0.001294214873056772,4.0377120368562756e-05
B I,0,1e-20,F8,6000,7195204059.746814,1.0,0.18524214784741636,0.005669859189607171
B I,0,1e-20,A6,8000,7195204059.746814,1.0,15.08678396824869,0.34705400229344996
B I,0,1e-20,A0,10000,7195204059.746814,1.0,421.7548519350945,38.56820104212216
B I,0,1e-20,B5,15000,7195204059.746814,1.0,5161.923916292314,561.308823443004
B I,0,1e-20,B3,19000,7195204059.746814,1.0,12736.096773912122,1432.6500037005285
B I,0,1e-20,B0,30000,7195204059.746814,1.0,56746.861185781934,6513.793577246908
B I,0,1e-20,O0,50000,7195204059.746814,1.0,188118.8832432085,20751.630425151965
B I,1,1.0,M6,3000,1261393991880.981,0.9999999999999999,2.4497184924464406e-09,5.625165204454117e-11
B I,1,1.0,K1,5000,1261393991880.981,0.9999999999999999,0.0014633123209869807,3.081099274206765e-05
B I,1,1.0,F8,6000,1261393991880.981,0.9999999999999999,0.2111677371730677,0.004555789924455774
B I,1,1.0,A6,8000,1261393991880.981,0.9999999999999999,16.86858533464826,0.3048669749643642
B I,1,1.0,A0,10000,1261393991880.981,0.9999999999999999,384.96951562699564,10.030950477364241
B I,1,1.0,B5,15000,1261393991880.981,0.9999999999999999,4504.621562739974,140.79803041961972
B I,1,1.0,B3,19000,1261393991880.981,0.9999999999999999,10994.83463296373,360.5254843071809
B I,1,1.0,B0,30000,1261393991880.981,0.9999999999999999,48674.718455696566,1674.4790393888845
B I,1,1.0,O0,50000,1261393991880.981,0.9999999999999999,164081.46670130474,5743.91642498545
B I,10,10.0,M6,3000,12423840093558.941,1.0,4.068108756478951e-08,9.731690245821761e-10
B I,10,10.0,K1,5000,12423840093558.941,1.0,0.0024441675155631,5.355208018786623e-05
B I,10,10.0,F8,6000,12423840093558.941,1.0,0.21496585129585555,0.004625066593050802
B I,10,10.0,A6,8000,12423840093558.941,1.0,16.928047770170092,0.30613435322582483
B I,10,10.0,A0,10000,12423840093558.941,1.0,385.37338481562307,9.858266160189045
B I,10,10.0,B5,15000,12423840093558.941,1.0,4510.244047313763,138.5141640534014
B I,10,10.0,B3,19000,12423840093558.941,1.0,11006.743779802899,354.731111556361
B I,10,10.0,B0,30000,12423840093558.941,1.0,48753.43463758054,1650.7607316382198
B I,10,10.0,O0,50000,12423840093558.941,1.0,164216.04009239151,5662.421401234024
B I,100,100.0,M6,3000,124048980641770.73,1.0,3.5525374335006185e-08,7.891963943304972e-10
B I,100,100.0,K1,5000,124048980641770.73,1.0,0.002401938014849122,5.0240585531336016e-05
B I,100,100.0,F8,6000,124048980641770.73,1.0,0.1837597650524143,0.004227421934525994
B I,100,100.0,A6,8000,124048980641770.73,1.0,16.596306220173165,0.3074117740841498
B I,100,100.0,A0,10000,124048980641770.73,1.0,379.98132716784676,9.581669357559386
