species,b_label,b_effective_kms,star_key,teff_k,n_tau1_cm2,tau_check,beta,beta_err
O I,100,100.0,B0,30000,986110144879405.0,1.0,5064.827502265436,112.86784747326321
O I,100,100.0,O0,50000,986110144879405.0,1.0,42990.559859038476,977.0494499784544
O II,0,1e-20,M6,3000,3010925852.667385,1.0,1.3207515606666096e-18,4.748694216211528e-19
O II,0,1e-20,K1,5000,3010925852.667385,1.0,6.800766305073244e-14,2.4451804947472762e-14
O II,0,1e-20,F8,6000,3010925852.667385,1.0,4.879722412024272e-10,3.404905122369818e-11
O II,0,1e-20,A6,8000,3010925852.667385,1.0,5.002078263975744e-09,3.462225432239076e-10
O II,0,1e-20,A0,10000,3010925852.667385,1.0,1.5054374365242082e-05,1.0533250483296995e-06
O II,0,1e-20,B5,15000,3010925852.667385,1.0,0.1774340821959126,0.012490622219332458
O II,0,1e-20,B3,19000,3010925852.667385,1.0,8.038914239058686,0.5584602733192946
O II,0,1e-20,B0,30000,3010925852.667385,1.0,662.9353543973684,44.5783897736808
O II,0,1e-20,O0,50000,3010925852.667385,1.0,63647.4825866373,3042.8080804091956
O II,1,1.0,M6,3000,5974367067735.324,1.0,2.9802503319249285e-15,5.42136242970884e-16
O II,1,1.0,K1,5000,5974367067735.324,1.0,4.679105317739013e-12,5.880562828643482e-13
O II,1,1.0,F8,6000,5974367067735.324,1.0,4.3446179615690747e-10,1.7091371582605486e-11
O II,1,1.0,A6,8000,5974367067735.324,1.0,6.224324323986067e-09,4.694900716059907e-10
O II,1,1.0,A0,10000,5974367067735.324,1.0,9.353367103281059e-06,2.029629523314081e-07
O II,1,1.0,B5,15000,5974367067735.324,1.0,0.10983434671826825,0.002192553330071293
O II,1,1.0,B3,19000,5974367067735.324,1.0,4.9845904877762885,0.10178814946187625
O II,1,1.0,B0,30000,5974367067735.324,1.0,417.729671792992,8.415810451937219
O II,1,1.0,O0,50000,5974367067735.324,1.0,45344.79834742978,891.9527011114534
O II,10,10.0,M6,3000,59398483682101.79,1.0,2.927992531970029e-15,5.371456632134127e-16
O II,10,10.0,K1,5000,59398483682101.79,1.0,4.136904492448236e-12,5.495821931913473e-13
O II,10,10.0,F8,6000,59398483682101.79,1.0,4.4170314932948027e-10,1.8178164970068165e-11
O II,10,10.0,A6,8000,59398483682101.79,1.0,6.229669310997984e-09,4.706835909350226e-10
O II,10,10.0,A0,10000,59398483682101.79,1.0,9.344045621849123e-06,1.9993607831897732e-07
O II,10,10.0,B5,15000,59398483682101.79,1.0,0.11154048976988257,0.0022099967308602825
O II,10,10.0,B3,19000,59398483682101.79,1.0,4.991646268569013,0.10063434098442237
O II,10,10.0,B0,30000,59398483682101.79,1.0,417.8603990422645,8.302350791259979
O II,10,10.0,O0,50000,59398483682101.79,1.0,45255.539696107364,880.4547840671488
O II,100,100.0,M6,3000,593640121492504.1,1.0,2.315846947615562e-15,4.2818595556374185e-16
O II,100,100.0,K1,5000,593640121492504.1,1.0,3.195567826724381e-12,3.967519869762036e-13
O II,100,100.0,F8,6000,593640121492504.1,1.0,4.2753666441950666e-10,1.7390243715020543e-11
O II,100,100.0,A6,8000,593640121492504.1,1.0,6.592639939986645e-09,5.255036462544908e-10
O II,100,100.0,A0,10000,593640121492504.1,1.0,9.334026898613835e-06,1.994313886286811e-07
O II,100,100.0,B5,15000,593640121492504.1,1.0,0.14970673777161358,0.0034315322099291185
O II,100,100.0,B3,19000,593640121492504.1,1.0,6.2574310662922725,0.1371925056348251
O II,100,100.0,B0,30000,593640121492504.1,1.0,414.7780824269037,8.127257924639812
O II,100,100.0,O0,50000,593640121492504.1,1.0,44477.32408722019,812.3789214108918
O III,0,1e-20,M6,3000,516484795.3802657,1.0,2.5869217577540674e-39,1.2554939496242932e-40
O III,0,1e-20,K1,5000,516484795.3802657,1.0,5.922377534689765e-23,2.8742284210721644e-24
O III,0,1e-20,F8,6000,516484795.3802657,1.0,1.875970252426719e-10,9.102847938810685e-12
O III,0,1e-20,A6,8000,516484795.3802657,1.0,1.907963595643591e-09,9.244202873523765e-11
O III,0,1e-20,A0,10000,516484795.3802657,1.0,5.928524807485985e-06,2.8512828286842786e-07
O III,0,1e-20,B5,15000,516484795.3802657,1.0,0.33026377979211413,0.013534957586489382
O III,0,1e-20,B3,19000,516484795.3802657,1.0,12.13006552047744,0.4746847407664316
O III,0,1e-20,B0,30000,516484795.3802657,1.0,367.65501470188633,12.771856721226477
O III,0,1e-20,O0,50000,516484795.3802657,1.0,48302.003751307464,2557.562694775049
O III,1,1.0,M6,3000,4479400294566.93,1.0,1.0478620037840955e-14,1.886151606809434e-15
O III,1,1.0,K1,5000,4479400294566.93,1.0,1.7172629715627673e-12,3.091073348737164e-13
O III,1,1.0,F8,6000,4479400294566.93,1.0,1.344608562941926e-10,2.6359239275333305e-12
O III,1,1.0,A6,8000,4479400294566.93,1.0,1.3335782703061085e-09,2.4615055623258203e-11
O III,1,1.0,A0,10000,4479400294566.93,1.0,4.038633191168675e-06,7.359403919712439e-08
O III,1,1.0,B5,15000,4479400294566.93,1.0,0.22005197563163542,0.0032830014278416794
O III,1,1.0,B3,19000,4479400294566.93,1.0,8.093298126277174,0.11541353819765815
O III,1,1.0,B0,30000,4479400294566.93,1.0,248.28672160732975,3.2759530792272997
O III,1,1.0,O0,50000,4479400294566.93,1.0,31509.54016480499,439.3443433286341
O III,10,10.0,M6,3000,43499172479189.87,0.9999999999999999,8.440178903755728e-15,1.519232202674387e-15
O III,10,10.0,K1,5000,43499172479189.87,0.9999999999999999,1.6877487488371699e-12,3.037947747830496e-13
O III,10,10.0,F8,6000,43499172479189.87,0.9999999999999999,1.3575618695956158e-10,2.6800743864713977e-12
O III,10,10.0,A6,8000,43499172479189.87,0.9999999999999999,1.3468115660810401e-09,2.5109081009681817e-11
O III,10,10.0,A0,10000,43499172479189.87,0.9999999999999999,4.0797678423990655e-06,7.516588320401324e-08
O III,10,10.0,B5,15000,43499172479189.87,0.9999999999999999,0.2221929952789332,0.0033441154221463443
O III,10,10.0,B3,19000,43499172479189.87,0.9999999999999999,8.176311985735456,0.11763143056317389
O III,10,10.0,B0,30000,43499172479189.87,0.9999999999999999,250.73784324173636,3.342925862309198
O III,10,10.0,O0,50000,43499172479189.87,0.9999999999999999,31746.448855514776,420.54037718751243
O III,100,100.0,M6,3000,433705811281993.25,1.0,7.102974955571554e-15,1.2785354920015792e-15
O III,100,100.0,K1,5000,433705811281993.25,1.0,1.616879284032921e-12,2.910382711182962e-13
O III,100,100.0,F8,6000,433705811281993.25,1.0,1.3552519098241064e-10,2.6643932879176067e-12
O III,100,100.0,A6,8000,433705811281993.25,1.0,1.3466734805191562e-09,2.512291080045083e-11
O III,100,100.0,A0,10000,433705811281993.25,1.0,4.079735822750572e-06,7.522418270395987e-08
O III,100,100.0,B5,15000,433705811281993.25,1.0,0.18012019221476805,0.0023647047133126798
O III,100,100.0,B3,19000,433705811281993.25,1.0,6.922467856749849,0.08879408280706498
O III,100,100.0,B0,30000,433705811281993.25,1.0,258.70380081806826,3.3193432594013794
O III,100,100.0,O0,50000,433705811281993.25,1.0,34924.355216955766,475.90483216267194
F I,0,1e-20,M6,3000,64324116526.38914,1.0,2.9581366018510467e-33,2.2574971501846683e-34
F I,0,1e-20,K1,5000,64324116526.38914,1.0,9.384042432413959e-19,7.73616436941723e-20
F I,0,1e-20,F8,6000,64324116526.38914,1.0,1.0117666309580016e-11,9.613809711107006e-13
F I,0,1e-20,A6,8000,64324116526.38914,1.0,4.545912241760206e-09,3.0032563863793613e-10
F I,0,1e-20,A0,10000,64324116526.38914,1.0,4.6763266640795116e-05,3.1301342485340776e-06
F I,0,1e-20,B5,15000,64324116526.38914,1.0,0.8810168503411037,0.065660704998029
F I,0,1e-20,B3,19000,64324116526.38914,1.0,11.2741773538709,0.7181910788454765
F I,0,1e-20,B0,30000,64324116526.38914,1.0,2544.3855934906765,173.72031585376274
F I,0,1e-20,O0,50000,64324116526.38914,1.0,15621.18512935759,853.9628575125492
F I,1,1.0,M6,3000,8601331309965.052,1.0,3.093793512307908e-33,1.6305034616440281e-34
F I,1,1.0,K1,5000,8601331309965.052,1.0,1.003128917203753e-18,5.636085210214651e-20
F I,1,1.0,F8,6000,8601331309965.052,1.0,1.149798741975936e-11,7.293581127826522e-13
F I,1,1.0,A6,8000,8601331309965.052,1.0,4.61116326286536e-09,2.1029517160736902e-10
F I,1,1.0,A0,10000,8601331309965.052,1.0,4.724724882855342e-05,2.1867749906267913e-06
F I,1,1.0,B5,15000,8601331309965.052,1.0,0.931052616570968,0.04866449435265304
F I,1,1.0,B3,19000,8601331309965.052,1.0,9.504507046441038,0.22480491345590123
F I,1,1.0,B0,30000,8601331309965.052,1.0,2081.7101456412483,51.26609915077336
F I,1,1.0,O0,50000,8601331309965.052,1.0,14153.33282048809,365.4661582270919
F I,10,10.0,M6,3000,85617965002343.45,0.9999999999999999,3.3003752906125005e-33,1.7387974608738772e-34
F I,10,10.0,K1,5000,85617965002343.45,0.9999999999999999,1.1420424550495185e-18,6.551176382974572e-20
F I,10,10.0,F8,6000,85617965002343.45,0.9999999999999999,1.1507049792602158e-11,7.280355193920648e-13
F I,10,10.0,A6,8000,85617965002343.45,0.9999999999999999,4.628359011442226e-09,2.1040759434073192e-10
F I,10,10.0,A0,10000,85617965002343.45,0.9999999999999999,4.7421669729099956e-05,2.184498224768111e-06
F I,10,10.0,B5,15000,85617965002343.45,0.9999999999999999,0.9421263554716176,0.048644256242814994
F I,10,10.0,B3,19000,85617965002343.45,0.9999999999999999,10.074231945458648,0.24990332948024221
F I,10,10.0,B0,30000,85617965002343.45,0.9999999999999999,2078.9790588817955,50.35220894016094
F I,10,10.0,O0,50000,85617965002343.45,0.9999999999999999,14147.512627250635,362.68357620808644
F I,100,100.0,M6,3000,855784731511786.4,1.0,1.247504467885465e-31,4.9727392366933395e-33
F I,100,100.0,K1,5000,855784731511786.4,1.0,1.1442088201907244e-17,5.122466235861516e-19
F I,100,100.0,F8,6000,855784731511786.4,1.0,1.653587567086909e-11,8.263397606402694e-13
F I,100,100.0,A6,8000,855784731511786.4,1.0,6.277970886680698e-09,2.471174356123719e-10
F I,100,100.0,A0,10000,855784731511786.4,1.0,5.9462189417468155e-05,2.2968592897261482e-06
F I,100,100.0,B5,15000,855784731511786.4,1.0,1.1976851526843055,0.042808687034355516
F I,100,100.0,B3,19000,855784731511786.4,1.0,26.73828113359196,0.9392999715492469
F I,100,100.0,B0,30000,855784731511786.4,1.0,2026.7269082678365,48.855514820744176
F I,100,100.0,O0,50000,855784731511786.4,1.0,14241.468988990882,368.2711690711826
F II,0,1e-20,M6,3000,2737572311.335389,1.0,3.696712861420225e-10,9.504893557749482e-11
F II,0,1e-20,K1,5000,2737572311.335389,1.0,1.8581981206401784e-07,4.777751480300135e-08
F II,0,1e-20,F8,6000,2737572311.335389,1.0,7.27718525480398e-07,1.871073227051177e-07
F II,0,1e-20,A6,8000,2737572311.335389,1.0,5.323889558162254e-06,1.3688648622826167e-06
F II,0,1e-20,A0,10000,2737572311.335389,1.0,1.551047228437863e-05,3.9876440572209195e-06
F II,0,1e-20,B5,15000,2737572311.335389,1.0,0.5919739876943665,0.4718637811577725
F II,0,1e-20,B3,19000,2737572311.335389,1.0,2.4181882827070056,1.5338023960539868
F II,0,1e-20,B0,30000,2737572311.335389,1.0,267.32483575347646,174.25804281056233
F II,0,1e-20,O0,50000,2737572311.335389,1.0,26214.45940360644,15590.288244829473
F II,1,1.0,M6,3000,2665749484770.176,1.0,5.618717689678902e-10,1.4046437787873473e-10
F II,1,1.0,K1,5000,2665749484770.176,1.0,2.8921029126069427e-07,7.230073804363395e-08
F II,1,1.0,F8,6000,2665749484770.176,1.0,1.139116198217402e-06,2.8477066927759686e-07
F II,1,1.0,A6,8000,2665749484770.176,1.0,8.329099233331944e-06,2.0822187671949782e-06
F II,1,1.0,A0,10000,2665749484770.176,1.0,2.4264407126370892e-05,6.065710915937672e-06
F II,1,1.0,B5,15000,2665749484770.176,1.0,0.31945155291539473,0.0663066430433018
F II,1,1.0,B3,19000,2665749484770.176,1.0,1.473887849780107,0.29906127855888637
F II,1,1.0,B0,30000,2665749484770.176,1.0,160.26549387165443,31.618534684555737
F II,1,1.0,O0,50000,2665749484770.176,1.0,16815.902509858086,3847.4288841566813
F II,10,10.0,M6,3000,25670065513226.94,1.0,4.327426670262001e-10,1.0818292259266171e-10
F II,10,10.0,K1,5000,25670065513226.94,1.0,2.266274333604008e-07,5.6655420368500454e-08
F II,10,10.0,F8,6000,25670065513226.94,1.0,1.1850508621559133e-06,2.962540563470191e-07
F II,10,10.0,A6,8000,25670065513226.94,1.0,8.330098204694405e-06,2.082468521568892e-06
F II,10,10.0,A0,10000,25670065513226.94,1.0,2.426464547393318e-05,6.065771724651241e-06
F II,10,10.0,B5,15000,25670065513226.94,1.0,0.3166331427785956,0.05807404417784864
F II,10,10.0,B3,19000,25670065513226.94,1.0,1.468039183753971,0.2797183083556154
F II,10,10.0,B0,30000,25670065513226.94,1.0,159.4127743277254,29.20745721698494
F II,10,10.0,O0,50000,25670065513226.94,1.0,16763.186189675238,3677.25147255813
F II,100,100.0,M6,3000,255721962236522.25,0.9999999999999999,6.014516519052237e-10,1.5035910022214999e-10
F II,100,100.0,K1,5000,255721962236522.25,0.9999999999999999,3.204773357682186e-07,8.011730190030627e-08
F II,100,100.0,F8,6000,255721962236522.25,0.9999999999999999,1.4111874321112964e-06,3.527868102225462e-07
F II,100,100.0,A6,8000,255721962236522.25,0.9999999999999999,8.361561498712531e-06,2.0903344005845306e-06
F II,100,100.0,A0,10000,255721962236522.25,0.9999999999999999,2.4267012507396374e-05,6.0663640868989734e-06
F II,100,100.0,B5,15000,255721962236522.25,0.9999999999999999,0.31040640546107345,0.0487366037543173
F II,100,100.0,B3,19000,255721962236522.25,0.9999999999999999,2.039813188547263,0.3945869161693932
F II,100,100.0,B0,30000,255721962236522.25,0.9999999999999999,156.02622458526002,29.604691358945576
F II,100,100.0,O0,50000,255721962236522.25,0.9999999999999999,16906.061176033825,3784.082423459984
F III,0,1e-20,M6,3000,4867152703.732437,0.9999999999999999,1.3341859190814532e-22,6.0622976806638e-23
F III,0,1e-20,K1,5000,4867152703.732437,0.9999999999999999,7.742422245800016e-15,3.576632240142255e-15
F III,0,1e-20,F8,6000,4867152703.732437,0.9999999999999999,8.017352060527806e-13,3.7103228577698985e-13
F III,0,1e-20,A6,8000,4867152703.732437,0.9999999999999999,4.2577190804844053e-10,1.9583670397136368e-10
F III,0,1e-20,A0,10000,4867152703.732437,0.9999999999999999,8.44883390302545e-09,3.887383438190208e-09
F III,0,1e-20,B5,15000,4867152703.732437,0.9999999999999999,8.822692174819112e-08,4.055912901091068e-08
F III,0,1e-20,B3,19000,4867152703.732437,0.9999999999999999,1.8365066139008326e-07,8.443589711620489e-08
F III,0,1e-20,B0,30000,4867152703.732437,0.9999999999999999,7.521200505360676e-07,3.457730914803812e-07
F III,0,1e-20,O0,50000,4867152703.732437,0.9999999999999999,2.7377382041150696e-06,1.2600054431458486e-06
F III,1,1.0,M6,3000,2.385315252945071e+21,0.9999999999999999,2.0248031576389876e-16,4.2451807669285877e-17
F III,1,1.0,K1,5000,2.385315252945071e+21,0.9999999999999999,1.3405474292835525e-12,2.7725882196653457e-13
F III,1,1.0,F8,6000,2.385315252945071e+21,0.9999999999999999,2.808859951813763e-11,5.525557381376232e-12
F III,1,1.0,A6,8000,2.385315252945071e+21,0.9999999999999999,1.7748598305211807e-09,1.4629064489994607e-10
F III,1,1.0,A0,10000,2.385315252945071e+21,0.9999999999999999,3.160761038028399e-08,2.7302875369100605e-09
F III,1,1.0,B5,15000,2.385315252945071e+21,0.9999999999999999,3.2595595225974887e-07,2.8557342392945915e-08
F III,1,1.0,B3,19000,2.385315252945071e+21,0.9999999999999999,6.76532939974995e-07,5.9393857347880613e-08
F III,1,1.0,B0,30000,2.385315252945071e+21,0.9999999999999999,2.759863875894158e-06,2.432260198437217e-07
F III,1,1.0,O0,50000,2.385315252945071e+21,0.9999999999999999,9.97919658332285e-06,8.803511143825112e-07
F III,10,10.0,M6,3000,2.385315252935501e+22,0.9999999999999999,1.971577446441778e-16,4.149820292548652e-17
F III,10,10.0,K1,5000,2.385315252935501e+22,0.9999999999999999,1.4455072798129013e-12,3.0067133881842263e-13
F III,10,10.0,F8,6000,2.385315252935501e+22,0.9999999999999999,2.9167820298402966e-11,5.812741095251264e-12
F III,10,10.0,A6,8000,2.385315252935501e+22,0.9999999999999999,1.781549719680932e-09,1.4727706022200017e-10
F III,10,10.0,A0,10000,2.385315252935501e+22,0.9999999999999999,3.166741880146635e-08,2.7395173227296767e-09
F III,10,10.0,B5,15000,2.385315252935501e+22,0.9999999999999999,3.25604493355406e-07,2.84972966761957e-08
F III,10,10.0,B3,19000,2.385315252935501e+22,0.9999999999999999,6.758798913995939e-07,5.9283315214040686e-08
F III,10,10.0,B0,30000,2.385315252935501e+22,0.9999999999999999,2.755399148962865e-06,2.4250620942018e-07
F III,10,10.0,O0,50000,2.385315252935501e+22,0.9999999999999999,9.979289987536251e-06,8.803659788440492e-07
F III,100,100.0,M6,3000,2.385315252934543e+23,1.0,1.6904162160771449e-16,3.5613502352054615e-17
F III,100,100.0,K1,5000,2.385315252934543e+23,1.0,1.868730951620131e-12,3.9127399811468736e-13
F III,100,100.0,F8,6000,2.385315252934543e+23,1.0,3.015040987811008e-11,6.0015863834302734e-12
F III,100,100.0,A6,8000,2.385315252934543e+23,1.0,2.082679837141263e-09,1.8345821941394896e-10
F III,100,100.0,A0,10000,2.385315252934543e+23,1.0,3.338514590453906e-08,2.946604522197732e-09
F III,100,100.0,B5,15000,2.385315252934543e+23,1.0,3.12313406195342e-07,2.7223024610207898e-08
F III,100,100.0,B3,19000,2.385315252934543e+23,1.0,6.643618673596636e-07,5.8664377638350075e-08
F III,100,100.0,B0,30000,2.385315252934543e+23,1.0,2.66910217242761e-06,2.3619739919438016e-07
F III,100,100.0,O0,50000,2.385315252934543e+23,1.0,9.97524737701417e-06,8.795721612375012e-07
Ne I,0,1e-20,M6,3000,37865201855.16301,1.0,5.1698867489229134e-45,1.3336434603173097e-46
Ne I,0,1e-20,K1,5000,37865201855.16301,1.0,1.4429283483760164e-26,3.9315265489208004e-28
Ne I,0,1e-20,F8,6000,37865201855.16301,1.0,1.6281265270338203e-12,5.115051648424746e-14
Ne I,0,1e-20,A6,8000,37865201855.16301,1.0,1.3383459212196458e-11,3.7581442786681163e-13
Ne I,0,1e-20,A0,10000,37865201855.16301,1.0,1.3522464717110175e-07,3.825279568266459e-09
Ne I,0,1e-20,B5,15000,37865201855.16301,1.0,0.02658711937751904,0.0006967001369109696
Ne I,0,1e-20,B3,19000,37865201855.16301,1.0,1.9355499537940342,0.054373579925890245
Ne I,0,1e-20,B0,30000,37865201855.16301,1.0,154.1186643111578,3.5790829301342626
Ne I,0,1e-20,O0,50000,37865201855.16301,1.0,18225.237912375578,419.05010005360873
Ne I,1,1.0,M6,3000,6361390934884.745,1.0,4.864521785425666e-45,5.759052284283854e-47
Ne I,1,1.0,K1,5000,6361390934884.745,1.0,1.2989820035594197e-26,1.425109114997396e-28
Ne I,1,1.0,F8,6000,6361390934884.745,1.0,2.0515435194201098e-12,5.510342541974872e-14
Ne I,1,1.0,A6,8000,6361390934884.745,1.0,1.1759007815859149e-11,1.260384093841488e-13
Ne I,1,1.0,A0,10000,6361390934884.745,1.0,1.1804610085225017e-07,1.2574877383366513e-09
Ne I,1,1.0,B5,15000,6361390934884.745,1.0,0.025830351288577948,0.0004509479774461856
Ne I,1,1.0,B3,19000,6361390934884.745,1.0,1.6852860657094153,0.018462736589818722
Ne I,1,1.0,B0,30000,6361390934884.745,1.0,153.28720149442162,2.0394787996995745
Ne I,1,1.0,O0,50000,6361390934884.745,1.0,18695.11498675154,288.4846144655805
Ne I,10,10.0,M6,3000,63392117319012.15,1.0,4.8615368554124127e-45,5.722877013574235e-47
Ne I,10,10.0,K1,5000,63392117319012.15,1.0,1.298100330708479e-26,1.412058399147013e-28
Ne I,10,10.0,F8,6000,63392117319012.15,1.0,2.0516747884678936e-12,5.509852103154514e-14
Ne I,10,10.0,A6,8000,63392117319012.15,1.0,1.1750402232082193e-11,1.246734678505856e-13
Ne I,10,10.0,A0,10000,63392117319012.15,1.0,1.1795771746148771e-07,1.243264136478038e-09
Ne I,10,10.0,B5,15000,63392117319012.15,1.0,0.025824670238408277,0.00044919602604305726
Ne I,10,10.0,B3,19000,63392117319012.15,1.0,1.681053125908192,0.01818112837459255
Ne I,10,10.0,B0,30000,63392117319012.15,1.0,153.27007590591404,2.0331535089814206
Ne I,10,10.0,O0,50000,63392117319012.15,1.0,18687.938814907175,287.9689987787298
Ne I,100,100.0,M6,3000,633699563904520.2,1.0,4.856617263519993e-45,5.708491650824717e-47
Ne I,100,100.0,K1,5000,633699563904520.2,1.0,1.2977697806883999e-26,1.4103080516590055e-28
Ne I,100,100.0,F8,6000,633699563904520.2,1.0,2.0552072795439646e-12,5.52848948863319e-14
Ne I,100,100.0,A6,8000,633699563904520.2,1.0,1.1752454815562251e-11,1.2459207548135696e-13
Ne I,100,100.0,A0,10000,633699563904520.2,1.0,1.1797330218319037e-07,1.2423798773090515e-09
Ne I,100,100.0,B5,15000,633699563904520.2,1.0,0.023551757288602298,0.0004221889838331991
Ne I,100,100.0,B3,19000,633699563904520.2,1.0,1.1789834071265457,0.0101239999289309
Ne I,100,100.0,B0,30000,633699563904520.2,1.0,164.18353270668862,2.1013327356991782
Ne I,100,100.0,O0,50000,633699563904520.2,1.0,18640.875023163782,287.07886668023144
Ne II,0,1e-20,M6,3000,591997532735.7283,1.0,9.546026800859844e-74,9.827440479066554e-75
Ne II,0,1e-20,K1,5000,591997532735.7283,1.0,1.1217768662662232e-44,1.1548464731978466e-45
Ne II,0,1e-20,F8,6000,591997532735.7283,1.0,3.7934465267383615e-14,3.905276061940771e-15
Ne II,0,1e-20,A6,8000,591997532735.7283,1.0,8.476263172860158e-22,8.726140577007798e-23
Ne II,0,1e-20,A0,10000,591997532735.7283,1.0,1.197931985819959e-15,1.233246620212217e-16
Ne II,0,1e-20,B5,15000,591997532735.7283,1.0,0.00010510514146815162,1.0820360589487258e-05
Ne II,0,1e-20,B3,19000,591997532735.7283,1.0,0.01119095211832022,0.0011520857644875832
Ne II,0,1e-20,B0,30000,591997532735.7283,1.0,0.35694023830479465,0.03674627171807479
Ne II,0,1e-20,O0,50000,591997532735.7283,1.0,936.9961853858921,96.46185196298468
Ne II,1,1.0,M6,3000,16822441773257.293,1.0,7.803822469090694e-74,3.198944978327387e-75
Ne II,1,1.0,K1,5000,16822441773257.293,1.0,9.170461907236614e-45,3.75915817963442e-46
Ne II,1,1.0,F8,6000,16822441773257.293,1.0,3.1011209017335245e-14,1.2712123033396578e-15
Ne II,1,1.0,A6,8000,16822441773257.293,1.0,6.929296804020491e-22,2.840459185528372e-23
Ne II,1,1.0,A0,10000,16822441773257.293,1.0,9.793025666492138e-16,4.014359681109778e-17
Ne II,1,1.0,B5,15000,16822441773257.293,1.0,8.592285373976086e-05,3.5221519016230734e-06
Ne II,1,1.0,B3,19000,16822441773257.293,1.0,0.009148539535170707,0.00037501717550571023
Ne II,1,1.0,B0,30000,16822441773257.293,1.0,0.2917966091981476,0.011961334351012454
Ne II,1,1.0,O0,50000,16822441773257.293,1.0,765.9890379008848,31.39944297749227
Ne II,10,10.0,M6,3000,164814263712044.9,0.9999999999999999,7.762072425106822e-74,2.9611665850582965e-75
Ne II,10,10.0,K1,5000,164814263712044.9,0.9999999999999999,9.121747480627043e-45,3.480111579952347e-46
Ne II,10,10.0,F8,6000,164814263712044.9,0.9999999999999999,3.084635085693095e-14,1.1768355804014565e-15
Ne II,10,10.0,A6,8000,164814263712044.9,0.9999999999999999,6.892492652454e-22,2.6296141484900816e-23
Ne II,10,10.0,A0,10000,164814263712044.9,0.9999999999999999,9.741020813440167e-16,3.716387389707718e-17
Ne II,10,10.0,B5,15000,164814263712044.9,0.9999999999999999,8.54825290709965e-05,3.2626502021311593e-06
Ne II,10,10.0,B3,19000,164814263712044.9,0.9999999999999999,0.009101756371853644,0.00034738722157872054
Ne II,10,10.0,B0,30000,164814263712044.9,0.9999999999999999,0.29025202235785735,0.011074038795812188
Ne II,10,10.0,O0,50000,164814263712044.9,0.9999999999999999,765.7897422687616,29.485495052345406
Ne II,100,100.0,M6,3000,1644748906905694.5,1.0,7.703158774734045e-74,2.9054767413692233e-75
Ne II,100,100.0,K1,5000,1644748906905694.5,1.0,9.098324615482705e-45,3.4381862438754616e-46
Ne II,100,100.0,F8,6000,1644748906905694.5,1.0,3.076957819392806e-14,1.163300664557378e-15
Ne II,100,100.0,A6,8000,1644748906905694.5,1.0,6.881992593490851e-22,2.6035314144766734e-23
Ne II,100,100.0,A0,10000,1644748906905694.5,1.0,9.728515084664563e-16,3.6810259049016534e-17
Ne II,100,100.0,B5,15000,1644748906905694.5,1.0,0.00011495400669315684,5.568598365057901e-06
Ne II,100,100.0,B3,19000,1644748906905694.5,1.0,0.010848831438946558,0.0004791505936937482
Ne II,100,100.0,B0,30000,1644748906905694.5,1.0,0.29197369373908827,0.01111045882703411
Ne II,100,100.0,O0,50000,1644748906905694.5,1.0,1587.1980494191173,81.03173873695795
Ne III,0,1e-20,M6,3000,4195554439.9945354,1.0,1.2156434447140988e-12,6.979930548898433e-14
Ne III,0,1e-20,K1,5000,4195554439.9945354,1.0,5.057908126051636e-10,2.9041284758338317e-11
Ne III,0,1e-20,F8,6000,4195554439.9945354,1.0,4.986829811387175e-09,2.857274439472366e-10
Ne III,0,1e-20,A6,8000,4195554439.9945354,1.0,4.721111820330742e-08,2.7107481854746404e-09
Ne III,0,1e-20,A0,10000,4195554439.9945354,1.0,1.7969021661557014e-07,1.0317372731659384e-08
Ne III,0,1e-20,B5,15000,4195554439.9945354,1.0,0.002386069254879759,0.00036424624033196156
Ne III,0,1e-20,B3,19000,4195554439.9945354,1.0,0.17101015317771429,0.02576212975883988
Ne III,0,1e-20,B0,30000,4195554439.9945354,1.0,2.439373235248237,0.3868599762372291
Ne III,0,1e-20,O0,50000,4195554439.9945354,1.0,13556.647045189293,1903.669607139679
Ne III,1,1.0,M6,3000,10601293688728.979,1.0,4.950428119216436e-12,1.4851284104647358e-13
Ne III,1,1.0,K1,5000,10601293688728.979,1.0,2.0845724430812826e-09,6.253717223654984e-11
Ne III,1,1.0,F8,6000,10601293688728.979,1.0,2.0390340027931472e-08,6.115240571771734e-10
Ne III,1,1.0,A6,8000,10601293688728.979,1.0,1.9335509781733879e-07,5.8006528361190245e-09
Ne III,1,1.0,A0,10000,10601293688728.979,1.0,7.359299107724073e-07,2.2077895478965785e-08
Ne III,1,1.0,B5,15000,10601293688728.979,1.0,0.0013110707035984303,5.4946208582140545e-05
Ne III,1,1.0,B3,19000,10601293688728.979,1.0,0.09581338170093925,0.004513647739957543
Ne III,1,1.0,B0,30000,10601293688728.979,1.0,1.4590452844890502,0.10476119355447457
Ne III,1,1.0,O0,50000,10601293688728.979,1.0,8129.477619110258,446.2088364794058
Ne III,10,10.0,M6,3000,104504873456601.66,1.0,4.692218836855877e-12,1.407665627787781e-13
Ne III,10,10.0,K1,5000,104504873456601.66,1.0,2.4808937705611946e-09,7.442681191774638e-11
Ne III,10,10.0,F8,6000,104504873456601.66,1.0,2.085919908652199e-08,6.255902565223914e-10
Ne III,10,10.0,A6,8000,104504873456601.66,1.0,1.932148483529716e-07,5.7964453535907265e-09
Ne III,10,10.0,A0,10000,104504873456601.66,1.0,7.357974998037308e-07,2.207392315842364e-08
