species	b_label	b_effective_kms	star_key	teff_k	beta	beta_err	n_half_beta_cm2
O II	10	10.0	B0	30000	684.9997948089716	28.96204572077801	86624641473591.62
O II	10	10.0	O0	50000	65296.887083801645	1954.3530681211178	126449222033697.97
O II	100	100.0	M6	3000	2.3158469476508153e-15	4.281859555706235e-16	7.089305351000668e+25
O II	100	100.0	K1	5000	3.1955678277222044e-12	3.967519871568638e-13	1.0451067573996842e+25
O II	100	100.0	F8	6000	6.304829994454304e-10	2.7528414025093283e-11	1234242328990773.0
O II	100	100.0	A6	8000	8.633080114514672e-09	5.67458028630902e-10	3028156063117879.0
O II	100	100.0	A0	10000	1.5558743064408272e-05	6.818601152798561e-07	831169381784157.9
O II	100	100.0	B5	15000	0.24156764492755486	0.011495991492983781	901716137694061.6
O II	100	100.0	B0	30000	679.3119265500316	28.15952197741998	867748195517872.8
O II	100	100.0	O0	50000	64573.27162205633	1913.2037132928629	1232423355374808.8
O III	0	1e-20	M6	3000	2.6093971863818247e-39	1.2774875238612568e-40	51645295379.955414
O III	0	1e-20	K1	5000	5.973831517966335e-23	2.924578768175047e-24	51645543156.35573
O III	0	1e-20	F8	6000	1.8922679372087682e-10	9.262310403920595e-12	51648843038.99144
O III	0	1e-20	A6	8000	1.924532082711466e-09	9.406141442368697e-11	51675343814.43938
O III	0	1e-20	A0	10000	5.979897217624132e-06	2.9012300000689647e-07	51807419971.46014
O III	0	1e-20	B5	15000	0.33244811524183904	0.013706172437988716	68494373308.25425
O III	0	1e-20	B0	30000	370.39953030852394	12.985955520116397	62874049025.003105
O III	0	1e-20	O0	50000	48538.57467730726	2567.760235289392	112396670296.15686
O III	1	1.0	M6	3000	1.047862003785172e-14	1.8861516068133098e-15	3.216789351198141e+24
O III	1	1.0	K1	5000	1.7172629715846627e-12	3.0910733487435275e-13	3.2080829984478024e+24
O III	1	1.0	F8	6000	1.9821715077270284e-10	5.8858880154223355e-12	8329212753818.961
O III	1	1.0	A6	8000	1.9820595959206107e-09	5.883997103506062e-11	8110548731256.159
O III	1	1.0	A0	10000	6.054315398526044e-06	1.8052438058533445e-07	7893123462913.783
O III	1	1.0	B5	15000	0.3365602584154567	0.00853980386930483	7498124557511.518
O III	1	1.0	B0	30000	374.9843222712584	8.082620623657816	7742480229720.983
O III	1	1.0	O0	50000	49122.77384575268	1636.5524114291923	7226440691492.733
O III	10	10.0	M6	3000	8.440178903764863e-15	1.5192322026776758e-15	2.9128971829300003e+25
O III	10	10.0	K1	5000	1.6877487488585782e-12	3.0379477478365606e-13	3.2185184708287303e+25
O III	10	10.0	F8	6000	1.9823295836863553e-10	5.871297430272443e-12	82963055496564.55
O III	10	10.0	A6	8000	1.9822745732007732e-09	5.86917862029569e-11	80786353389504.61
O III	10	10.0	A0	10000	6.055012549504524e-06	1.8006545245117765e-07	78654391655698.73
O III	10	10.0	B5	15000	0.336515904344883	0.00850463542044834	74618381516122.81
O III	10	10.0	B0	30000	375.017778698754	8.0581438404709	77118295249951.31
O III	10	10.0	O0	50000	49163.43733048942	1595.529195049879	71321750953110.2
O III	100	100.0	M6	3000	7.102974955578776e-15	1.2785354920041797e-15	3.124327608240581e+26
O III	100	100.0	K1	5000	1.6168792840542298e-12	2.9103827111888473e-13	3.149201330388206e+26
O III	100	100.0	F8	6000	1.9784609654933306e-10	5.857004479446662e-12	827361873512709.8
O III	100	100.0	A6	8000	1.9805095896397337e-09	5.86245072985747e-11	807082271248738.1
O III	100	100.0	A0	10000	6.0499317195369705e-06	1.7986445452700112e-07	785841355731494.1
O III	100	100.0	B5	15000	0.2831532973471217	0.006901009754743626	673332262628392.4
O III	100	100.0	B0	30000	385.1262259017401	8.018831951868393	778925634422750.1
O III	100	100.0	O0	50000	53439.86488304912	1777.8439907542465	734935541524768.2
F I	0	1e-20	M6	3000	3.831090197346945e-33	3.605445952234259e-34	207614687350.837
F I	0	1e-20	K1	5000	1.1958973765438394e-18	1.2204600258825883e-19	220346832878.65707
F I	0	1e-20	F8	6000	1.555406351123754e-11	2.377308768512256e-12	115329466207.83447
F I	0	1e-20	A6	8000	6.065060624917165e-09	5.001089987765872e-10	186124850536.4758
F I	0	1e-20	A0	10000	6.225358039653867e-05	5.219393056012485e-06	187556073982.76733
F I	0	1e-20	B5	15000	1.3496235085332866	0.16189423923768873	116353290557.30531
F I	0	1e-20	B0	30000	3831.1835588195563	407.68691522661925	121932282701.8093
F I	0	1e-20	O0	50000	23352.57307267313	1999.8778874749426	125062126855.60739
F I	1	1.0	M6	3000	3.878732430763997e-33	2.2421900763618993e-34	33038653047635.492
F I	1	1.0	K1	5000	1.2107727448227923e-18	7.588758316077816e-20	38069137212592.45
F I	1	1.0	F8	6000	1.5747656056105995e-11	1.4780035219291756e-12	19785031192474.3
F I	1	1.0	A6	8000	6.140276723480071e-09	3.11150312379558e-10	25778877126835.285
F I	1	1.0	A0	10000	6.302551242726123e-05	3.247423857037921e-06	25737233419911.02
F I	1	1.0	B5	15000	1.3663735278803653	0.1006685676579366	16474485669404.396
F I	1	1.0	B0	30000	3878.281765060798	254.3290719563115	9665487905703.516
F I	1	1.0	O0	50000	23640.66815402529	1246.760922414925	12080543135263.867
F I	10	10.0	M6	3000	4.1162567422910944e-33	2.361807085989537e-34	344647025527655.94
F I	10	10.0	K1	5000	1.3542011270761299e-18	8.545098112625372e-20	438032402673021.7
F I	10	10.0	F8	6000	1.5751838612773477e-11	1.4746815165639196e-12	197243997684214.34
F I	10	10.0	A6	8000	6.1613225526413e-09	3.1117378713988174e-10	257062677964419.28
F I	10	10.0	A0	10000	6.325457292172181e-05	3.2461792378765824e-06	256255426646347.6
F I	10	10.0	B5	15000	1.3803829817854132	0.10066387958902001	164795657785207.28
F I	10	10.0	B0	30000	3878.60690476572	253.02122814987658	95966307115060.06
F I	10	10.0	O0	50000	23646.786409235134	1241.2463691162475	120055946148743.39
F I	100	100.0	M6	3000	1.547307401438367e-31	7.66173083658179e-33	3425085032035757.5
F I	100	100.0	K1	5000	1.395008092498867e-17	7.189172076981946e-19	3472187476390060.0
F I	100	100.0	F8	6000	2.0879290605149365e-11	1.5309961334291403e-12	3106087576939168.0
F I	100	100.0	A6	8000	8.412665662626512e-09	4.0694620333219577e-10	2460350167231478.5
F I	100	100.0	A0	10000	8.108906499692965e-05	3.970068306728175e-06	2282720360050525.5
F I	100	100.0	B5	15000	1.8170105990126424	0.10463018927649474	1494518469876064.0
F I	100	100.0	B0	30000	3805.031689396026	249.27461508452296	948579073229325.1
F I	100	100.0	O0	50000	23789.04043597639	1250.3044845683746	1201471424223570.8
F II	0	1e-20	M6	3000	5.670144060395709e-10	2.2547877775871613e-10	4888137267.381539
F II	0	1e-20	K1	5000	2.8501675493234e-07	1.1333967683779555e-07	4888137267.381539
F II	0	1e-20	F8	6000	1.1161957607014863e-06	4.4386326018842997e-07	4888194021.82
F II	0	1e-20	A6	8000	8.16596307545455e-06	3.2472744085880972e-06	4888137284.146587
F II	0	1e-20	A0	10000	2.3789734938339812e-05	9.459643940510588e-06	4888682195.441783
F II	0	1e-20	B5	15000	0.5967498288874915	0.4797442330767303	297145840647.5075
F II	0	1e-20	B0	30000	269.28293539790434	177.0514033444863	332075130859.7606
F II	0	1e-20	O0	50000	26393.432203784956	15817.976190232146	359300973307.712
F II	1	1.0	M6	3000	5.618718701877941e-10	1.4046442848868403e-10	1.0859310591652049e+19
F II	1	1.0	K1	5000	2.8921034269530336e-07	7.230076376093714e-08	1.1050403666902591e+19
F II	1	1.0	F8	6000	1.1391193461675996e-06	2.847707702274092e-07	1.1104604591745626e+19
F II	1	1.0	A6	8000	8.329100716315018e-06	2.08221950547733e-06	1.1099511851418655e+19
F II	1	1.0	A0	10000	2.426501739611926e-05	6.065713095064083e-06	1.1098470782855182e+19
F II	1	1.0	B5	15000	0.6028159949015058	0.30515813107102124	2928458770737.485
F II	1	1.0	B0	30000	272.0841329672458	112.41461424976306	3615216384954.636
F II	1	1.0	O0	50000	26672.390572251494	10004.062819790184	4254941867545.496
F II	10	10.0	M6	3000	4.327427407615242e-10	1.0818295946032183e-10	1.1221927831037128e+20
F II	10	10.0	K1	5000	2.2662747408015616e-07	5.665544072837709e-08	1.0507289285933115e+20
F II	10	10.0	F8	6000	1.1850540436184835e-06	2.962541558900761e-07	1.1329087260686893e+20
F II	10	10.0	A6	8000	8.330099633152987e-06	2.082469232548967e-06	1.1100244636074652e+20
F II	10	10.0	A0	10000	2.4265263112627652e-05	6.065773822253309e-06	1.1098485475923527e+20
F II	10	10.0	B5	15000	0.6041294993760945	0.2935010720842213	27666199917575.38
F II	10	10.0	B0	30000	272.6013873617759	108.28206573304544	34240779099527.72
F II	10	10.0	O0	50000	26719.96793322347	9670.537882302813	40417472230388.74
F II	100	100.0	M6	3000	6.014517493783505e-10	1.5035914895871092e-10	1.1730912807162988e+21
F II	100	100.0	K1	5000	3.204773881041141e-07	8.011732806825275e-08	1.1605041415788208e+21
F II	100	100.0	F8	6000	1.4111906529315487e-06	3.527869275364121e-07	1.1376215120538256e+21
F II	100	100.0	A6	8000	8.361562925460813e-06	2.0903351107052047e-06	1.1115494029545194e+21
F II	100	100.0	A0	10000	2.426763092490144e-05	6.066366176566172e-06	1.1098039476866542e+21
F II	100	100.0	B5	15000	0.6094666621648132	0.29181465792939176	262982796192077.97
F II	100	100.0	B0	30000	263.43179104883603	101.38172840748088	351857746272832.0
F II	100	100.0	O0	50000	26752.559670880524	9595.085562515127	411033860938440.56
F III	0	1e-20	M6	3000	1.3384944473696432e-22	6.104264687720395e-23	1150600993419.5667
F III	0	1e-20	K1	5000	7.76783422479759e-15	3.601460869311957e-15	1121748172344.051
F III	0	1e-20	F8	6000	8.043712486381607e-13	3.7360861434709453e-13	1118702430797.6035
F III	0	1e-20	A6	8000	4.2716348490595124e-10	1.9719529796325763e-10	1129140316910.21
F III	0	1e-20	A0	10000	8.476456666846829e-09	3.914353092765468e-09	1128572024211.499
F III	0	1e-20	B5	15000	8.851513036767198e-08	4.084047977071254e-08	1130050849082.211
F III	0	1e-20	B0	30000	7.545770732201656e-07	3.481716663446522e-07	1129985223325.8582
F III	0	1e-20	O0	50000	2.7466914254157484e-06	1.2687474076458643e-06	1128097792699.5547
F III	1	1.0	M6	3000	2.0444366095627707e-16	4.329144988578691e-17	2.136228723785379e+23
F III	1	1.0	K1	5000	1.3752389758695087e-12	2.838688626046067e-13	1.7407766579013055e+23
F III	1	1.0	F8	6000	3.0529429941519756e-11	5.758494487580271e-12	1.1991704408857188e+23
F III	1	1.0	A6	8000	2.920403608314195e-09	5.713402672912215e-10	3.5403473512610933e+21
F III	1	1.0	A0	10000	5.430281727610721e-08	1.1295243005019563e-08	3.1689086626129385e+21
F III	1	1.0	B5	15000	5.628423214983432e-07	1.1788480855062063e-07	3.1306878846353083e+21
F III	1	1.0	B0	30000	4.779097724016167e-06	1.0049218384734418e-06	3.109964715308323e+21
F III	1	1.0	O0	50000	1.733106459421766e-05	3.6597525303769153e-06	3.089238933495587e+21
F III	10	10.0	M6	3000	1.990838882987702e-16	4.2302874547574107e-17	2.125994057024501e+24
F III	10	10.0	K1	5000	1.480374755687898e-12	3.0748701312986757e-13	1.8738581215449966e+24
F III	10	10.0	F8	6000	3.1569516884645456e-11	6.036224557091039e-12	1.2788710112776496e+24
F III	10	10.0	A6	8000	2.928292645230633e-09	5.729198384197911e-10	3.550312190464978e+22
F III	10	10.0	A0	10000	5.43754127847114e-08	1.1310906385299655e-08	3.1729775496481844e+22
F III	10	10.0	B5	15000	5.625163926055063e-07	1.1786600537129955e-07	3.1270171219904923e+22
F III	10	10.0	B0	30000	4.774200559361399e-06	1.0041315054408267e-06	3.105742421061223e+22
F III	10	10.0	O0	50000	1.7331171792480947e-05	3.6597725507566137e-06	3.089261030267489e+22
F III	100	100.0	M6	3000	1.705713047375252e-16	3.625354853311954e-17	2.401013052711072e+25
F III	100	100.0	K1	5000	1.899224499100716e-12	4.002485670089278e-13	1.869898243770408e+25
F III	100	100.0	F8	6000	3.1970388390586515e-11	6.2007395742053305e-12	1.3351063422245892e+25
F III	100	100.0	A6	8000	3.36499232198663e-09	6.669598742787037e-10	3.702809122422493e+23
F III	100	100.0	A0	10000	5.692984010125455e-08	1.1857773342224212e-08	3.2225139646162256e+23
F III	100	100.0	B5	15000	5.409411819474091e-07	1.1349618288192042e-07	3.11076180442728e+23
F III	100	100.0	B0	30000	4.6183064380876325e-06	9.72571208342848e-07	3.1171907279567896e+23
F III	100	100.0	O0	50000	1.73275185556507e-05	3.6589972884449277e-06	3.087900720683458e+23
Ne I	0	1e-20	M6	3000	8.021230912134224e-45	3.251546450560034e-46	65889699389.49465
Ne I	0	1e-20	K1	5000	2.2376718006124885e-26	9.580637198884183e-28	65972221772.8126
Ne I	0	1e-20	F8	6000	2.284706046508454e-12	9.910928827237021e-14	88822786255.45116
Ne I	0	1e-20	A6	8000	2.0748837777151366e-11	9.156553086461133e-13	66022678536.24378
Ne I	0	1e-20	A0	10000	2.0958518566132075e-07	9.319733244172457e-09	66072969114.848076
Ne I	0	1e-20	B5	15000	0.04012552331655062	0.0015986229405532705	71395684264.60582
Ne I	0	1e-20	B0	30000	231.43825907079378	8.377385318728836	72405242658.74248
Ne I	0	1e-20	O0	50000	27059.08536836816	951.084067082951	74902156119.09409
Ne I	1	1.0	M6	3000	8.120639799251679e-45	2.0257375538928505e-46	9122035350366.54
Ne I	1	1.0	K1	5000	2.2653763089015405e-26	5.96954651399466e-28	8193680626181.288
Ne I	1	1.0	F8	6000	2.313321642332494e-12	6.144553008448104e-14	87154536171163.58
Ne I	1	1.0	A6	8000	2.1005592981780438e-11	5.705548984108798e-13	7772906258415.331
Ne I	1	1.0	A0	10000	2.1217833578916785e-07	5.807285932377733e-09	7673270452954.416
Ne I	1	1.0	B5	15000	0.04062331360361836	0.000994763114222127	10964916706248.822
Ne I	1	1.0	B0	30000	234.31214207804092	5.216275080522287	12101139506669.053
Ne I	1	1.0	O0	50000	27395.443674673923	591.8002464928148	14580805949478.217
Ne I	10	10.0	M6	3000	8.121827214672881e-45	2.018356860498383e-46	90722412039049.7
Ne I	10	10.0	K1	5000	2.265771203176686e-26	5.947162255203625e-28	81492959235415.86
Ne I	10	10.0	F8	6000	2.313464065982883e-12	6.141760009545672e-14	870424782008865.8
Ne I	10	10.0	A6	8000	2.100937813832576e-11	5.683937967584829e-13	77309880124280.05
Ne I	10	10.0	A0	10000	2.122165100095785e-07	5.7852266449046275e-09	76319186696311.11
Ne I	10	10.0	B5	15000	0.0406345892760796	0.0009904486538607194	109096343284744.84
Ne I	10	10.0	B0	30000	234.4002999318007	5.200928524539615	120366570809034.75
Ne I	10	10.0	O0	50000	27398.653333732687	590.0321920979172	144980108962195.66
Ne I	100	100.0	M6	3000	8.117523793558285e-45	2.0177003012810377e-46	905746424122768.2
Ne I	100	100.0	K1	5000	2.2655107263167812e-26	5.944099237582379e-28	814390211959586.1
Ne I	100	100.0	F8	6000	2.317175997755531e-12	6.159343106498658e-14	8718795556499895.0
Ne I	100	100.0	A6	8000	2.1014062744203895e-11	5.683207209743379e-13	772745927360019.6
Ne I	100	100.0	A0	10000	2.122511658497082e-07	5.784034307280825e-09	762871256908463.8
Ne I	100	100.0	B5	15000	0.035683548853265704	0.0007889696398114122	1313929698222890.0
Ne I	100	100.0	B0	30000	252.02842597184352	5.718208471180895	1174837530225486.2
Ne I	100	100.0	O0	50000	27349.5799766648	589.0236251701964	1444169937712454.0
Ne II	0	1e-20	M6	3000	1.4908034133488384e-73	2.4341359736443964e-74	1012800166614.3746
Ne II	0	1e-20	K1	5000	1.7518794113324874e-44	2.860412485260091e-45	1012800166614.3705
Ne II	0	1e-20	F8	6000	5.924227061575452e-14	9.672887838528295e-15	1012800166614.3746
Ne II	0	1e-20	A6	8000	1.3237383818579652e-21	2.1613575513194323e-22	1012800166614.3705
Ne II	0	1e-20	A0	10000	1.8708108940771944e-15	3.054599993791117e-16	1012800166614.3746
Ne II	0	1e-20	B5	15000	0.00016414274433748627	2.6800700563669787e-05	1012800166614.3746
Ne II	0	1e-20	B0	30000	0.5574337226650201	0.09101598943977873	1012800166614.3705
Ne II	0	1e-20	O0	50000	1463.3073430532445	238.92412724107754	1012800166614.3746
Ne II	1	1.0	M6	3000	1.5075835855027718e-73	1.5467837977157738e-74	17762051695202.28
Ne II	1	1.0	K1	5000	1.7715982004443632e-44	1.817663324847022e-45	17762051695202.28
Ne II	1	1.0	F8	6000	5.99090892524849e-14	6.14668463379084e-15	17762051695202.28
Ne II	1	1.0	A6	8000	1.338638104876743e-21	1.373445394032839e-22	17762051695202.28
Ne II	1	1.0	A0	10000	1.8918683511429463e-15	1.9410607419045729e-16	17762051695202.28
Ne II	1	1.0	B5	15000	0.00016599030081819953	1.703063832430447e-05	17762051695202.28
Ne II	1	1.0	B0	30000	0.563708080334832	0.057836562674738475	17762051695202.35
Ne II	1	1.0	O0	50000	1479.7780251771815	151.82552367712157	17762051695202.28
Ne II	10	10.0	M6	3000	1.5093214484540586e-73	1.5133349504773144e-74	172178352888972.34
Ne II	10	10.0	K1	5000	1.7736765114609528e-44	1.7783968117250026e-45	172183283093315.53
Ne II	10	10.0	F8	6000	5.997924179654743e-14	6.013885207176634e-15	172182764601202.4
Ne II	10	10.0	A6	8000	1.3402090156306909e-21	1.3437757940887412e-22	172183376815571.5
Ne II	10	10.0	A0	10000	1.894089490042887e-15	1.8991304582760697e-16	172183505373606.3
Ne II	10	10.0	B5	15000	0.00016620168741428396	1.666479141426698e-05	172207872370317.62
Ne II	10	10.0	B0	30000	0.5643750595613561	0.05658778425151809	172185728269015.7
Ne II	10	10.0	O0	50000	1485.5390878535654	148.99345862998447	172842549653035.25
Ne II	100	100.0	M6	3000	1.500833059619547e-73	1.5012347103793043e-74	1712800534133837.2
Ne II	100	100.0	K1	5000	1.7713775725956088e-44	1.771850426393001e-45	1714767784386529.0
Ne II	100	100.0	F8	6000	5.98974050716191e-14	5.991338776577933e-15	1715169607747809.5
Ne II	100	100.0	A6	8000	1.3393804261482807e-21	1.3397377869378955e-22	1715780558779167.5
Ne II	100	100.0	A0	10000	1.8932628707105205e-15	1.8937679475007574e-16	1715941107971289.0
Ne II	100	100.0	B5	15000	0.00020328719679365333	2.033663042979204e-05	2045024708554790.8
Ne II	100	100.0	B0	30000	0.5671003988385951	0.05672523439311711	1721327488116277.5
Ne II	100	100.0	O0	50000	2716.624191876849	271.7634404992899	2184364892026604.2
Ne III	0	1e-20	M6	3000	1.2424654402244222e-12	7.291778655447185e-14	142006932333.6317
Ne III	0	1e-20	K1	5000	5.169505971323192e-10	3.033878615898767e-11	142006932333.6317
Ne III	0	1e-20	F8	6000	5.096704339323385e-09	2.984928467965904e-10	142275797238.1948
Ne III	0	1e-20	A6	8000	4.825278581233457e-08	2.831858515018556e-09	142006932333.8745
Ne III	0	1e-20	A0	10000	1.8365490603442118e-07	1.0778330491680375e-08	142006990900.61786
Ne III	0	1e-20	B5	15000	0.0024048526445192126	0.0003701120122603738	466981200632.94904
Ne III	0	1e-20	B0	30000	2.4571687913904205	0.39213712370941434	511260542845.80414
Ne III	0	1e-20	O0	50000	13652.169947901608	1930.982017186139	540828676773.70734
Ne III	1	1.0	M6	3000	4.9504282035842274e-12	1.4851284610854105e-13	4.583773087371234e+20
Ne III	1	1.0	K1	5000	2.0845724782928786e-09	6.25371743492456e-11	4.64016333604658e+20
Ne III	1	1.0	F8	6000	2.0394941027121988e-08	6.115248359097957e-10	4.6076119203802323e+20
Ne III	1	1.0	A6	8000	1.9335510109872282e-07	5.800653032999718e-09	4.610471665809243e+20
Ne III	1	1.0	A0	10000	7.359299588922113e-07	2.2077896228314638e-08	4.610480099831251e+20
Ne III	1	1.0	B5	15000	0.0024344334802198176	0.00023339766057333688	11981337998053.48
Ne III	1	1.0	B0	30000	2.486068028181678	0.2462401575468831	14256876233694.516
Ne III	1	1.0	O0	50000	13810.861469747131	1214.73640962614	14350199205546.172
Ne III	10	10.0	M6	3000	4.692218914422474e-12	1.4076656743277397e-13	4.694256559101585e+21
Ne III	10	10.0	K1	5000	2.4808938105325735e-09	7.442681431602911e-11	4.81615719054673e+21
Ne III	10	10.0	F8	6000	2.086382262157706e-08	6.255909996376065e-10	4.664765292835099e+21
Ne III	10	10.0	A6	8000	1.9321485158637308e-07	5.7964455475924586e-09	4.6073849522737953e+21
Ne III	10	10.0	A0	10000	7.357975479162924e-07	2.2073923897019457e-08	4.609018854799607e+21
Ne III	10	10.0	B5	15000	0.0024097901430303265	0.00022726090981252346	116283678964364.34
Ne III	10	10.0	B0	30000	2.4892364975124988	0.24325216504439467	139697554770203.83
Ne III	10	10.0	O0	50000	13833.142384723207	1199.7868084102797	140495605234302.08
Ne III	100	100.0	M6	3000	4.524803437365148e-12	1.3574410312096248e-13	4.528976407203298e+22
Ne III	100	100.0	K1	5000	2.1870846319129106e-09	6.561253895739116e-11	4.316879568515556e+22
Ne III	100	100.0	F8	6000	1.925602189027058e-08	5.773569664869981e-10	4.457928019506614e+22
Ne III	100	100.0	A6	8000	1.884100184649092e-07	5.652300553944873e-09	4.566824006458212e+22
Ne III	100	100.0	A0	10000	7.33015940294728e-07	2.1990475667969603e-08	4.600316152199619e+22
Ne III	100	100.0	B5	15000	0.0017619493854894054	0.00016401947142657275	1043947309516148.8
Ne III	100	100.0	B0	30000	2.522537433373156	0.24548367569342758	1396671741103188.0
Ne III	100	100.0	O0	50000	14684.105035964467	1284.8186422392341	1440676080775518.8
Na I	0	1e-20	M6	3000	0.0008521942992932011	1.0343216770650035e-05	1956133843.4234576
Na I	0	1e-20	K1	5000	1.6552092509866803	0.019723639805356324	2003065088.4086041
Na I	0	1e-20	F8	6000	59.122819133527095	0.7065284663228376	1994085516.0030336
Na I	0	1e-20	A6	8000	452.76625418359004	5.476917578409666	1963213297.5853248
Na I	0	1e-20	A0	10000	1158.8374889546137	13.995618856189555	1966911240.2111847
Na I	0	1e-20	B5	15000	2633.9417193514864	31.531596573350136	1989154586.3051133
Na I	0	1e-20	B0	30000	6187.080564302001	72.83227450734262	2042385696.634978
Na I	0	1e-20	O0	50000	14683.364171271345	172.68874872239095	2051130375.5494528
Na I	1	1.0	M6	3000	0.0008840663689510114	6.606987167430056e-06	236977098331.7243
Na I	1	1.0	K1	5000	1.7821064034768759	0.013069956604414311	246780514312.5352
Na I	1	1.0	F8	6000	59.924383131348634	0.4405114313923713	236296107401.30753
Na I	1	1.0	A6	8000	458.3770819497358	3.4107287385198104	232603033012.6035
Na I	1	1.0	A0	10000	1173.1966879899794	8.715690146499924	233359369747.5445
Na I	1	1.0	B5	15000	2666.578463738739	19.635857782093527	237308231719.37564
Na I	1	1.0	B0	30000	6263.743342411761	45.35266451879068	246408072095.4
Na I	1	1.0	O0	50000	14865.397570870422	107.53146423025215	248384573210.17218
Na I	10	10.0	M6	3000	0.007619728910482383	5.525237263064256e-05	3710987507592.7227
Na I	10	10.0	K1	5000	7.120840488060046	0.05190031823770932	3319696518292.358
Na I	10	10.0	F8	6000	65.1412801412751	0.4780279523640578	2477271348334.1973
Na I	10	10.0	A6	8000	458.54461690833324	3.4004338555921865	2315723719752.0786
Na I	10	10.0	A0	10000	1173.4599770334362	8.688164638739078	2323014632074.4976
Na I	10	10.0	B5	15000	2666.8930196203137	19.571644923248773	2362332999808.1333
Na I	10	10.0	B0	30000	6263.1189668619745	45.19439557086547	2452640689946.6606
Na I	10	10.0	O0	50000	14867.741008939025	107.19292294954586	2472478189937.2324
Na I	100	100.0	M6	3000	0.03034335423736128	0.00022076111116251047	28394498368408.098
Na I	100	100.0	K1	5000	24.80126973760234	0.18213661650083474	26350666113331.656
Na I	100	100.0	F8	6000	104.40274333185518	0.7731767145107772	24232127125751.86
Na I	100	100.0	A6	8000	467.0476850049617	3.4634736062897877	23408642299444.727
Na I	100	100.0	A0	10000	1179.6106752074209	8.732348019319758	23291192275688.74
Na I	100	100.0	B5	15000	2672.4059803493387	19.609857708971507	23636329709783.086
Na I	100	100.0	B0	30000	6266.732926721407	45.223381019546196	24545759890796.496
Na I	100	100.0	O0	50000	14867.358293505511	107.15523964283973	24712921293814.56
Na II	0	1e-20	M6	3000	1.049403619428757e-90	1.770679672743216e-91	256605843394.8964
Na II	0	1e-20	K1	5000	3.423555061501196e-55	4.187854847109999e-56	257639307183.29065
Na II	0	1e-20	F8	6000	2.6448892932172215e-22	3.0471454551673605e-23	257908151832.87286
Na II	0	1e-20	A6	8000	9.819646003496348e-28	1.0969146380652664e-28	258116328125.22714
Na II	0	1e-20	A0	10000	3.441218728302415e-20	3.806862943229075e-21	258227124931.3975
Na II	0	1e-20	B5	15000	1.3935505688089098e-05	1.4922932275994048e-06	265866675411.88507
Na II	0	1e-20	B0	30000	0.0882135257919458	0.009519402176143827	261384679794.72388
Na II	0	1e-20	O0	50000	6843.4773236811025	928.766425647939	283258716440.52704
Na II	1	1.0	M6	3000	1.062192001715419e-90	1.0975135820030268e-91	21187344683863.652
Na II	1	1.0	K1	5000	3.4649340919346384e-55	2.6106118487215085e-56	13649605564998.332
Na II	1	1.0	F8	6000	2.6767884667314918e-22	1.9036263630745637e-23	12497484000086.79
Na II	1	1.0	A6	8000	9.937881028202384e-28	6.863731701626435e-29	11729634430577.287
Na II	1	1.0	A0	10000	3.482616688706303e-20	2.383885606604501e-21	11360512277878.156
Na II	1	1.0	B5	15000	1.4103052330952873e-05	9.343478943897315e-07	11265459923430.957
Na II	1	1.0	B0	30000	0.08927333234656498	0.005967110378183894	10919569082613.03
Na II	1	1.0	O0	50000	6926.066175315765	574.1594400109506	13154760135704.86
Na II	10	10.0	M6	3000	1.0625899541350983e-90	1.0950149451285297e-91	208710289574560.12
Na II	10	10.0	K1	5000	3.46646530741306e-55	2.594943434309106e-56	134489938257754.3
Na II	10	10.0	F8	6000	2.6780248083014844e-22	1.8895536906873712e-23	123149581417709.66
Na II	10	10.0	A6	8000	9.94261937822806e-28	6.805896201468803e-29	115592001025302.69
Na II	10	10.0	A0	10000	3.4843119977682963e-20	2.3626421930410318e-21	111961080431229.17
Na II	10	10.0	B5	15000	1.410972509512473e-05	9.254989934667293e-07	111039580747991.08
Na II	10	10.0	B0	30000	0.08931737062507442	0.0059095542978401605	107627995175685.66
Na II	10	10.0	O0	50000	6927.452537987526	570.3259947541487	129642713705444.78
Na II	100	100.0	M6	3000	1.0638968637618526e-90	1.0962426828733475e-91	2086570505817360.0
Na II	100	100.0	K1	5000	3.4677789395471076e-55	2.594413915452457e-56	1343448380160068.8
Na II	100	100.0	F8	6000	2.6788599791537914e-22	1.8886619258550847e-23	1229955860527548.2
Na II	100	100.0	A6	8000	9.944350750574907e-28	6.800867034360844e-29	1154326581355577.5
Na II	100	100.0	A0	10000	3.484777130849369e-20	2.360695320292145e-21	1118049078484822.2
Na II	100	100.0	B5	15000	1.552918404740791e-05	1.0180452073264059e-06	1167491180486404.8
Na II	100	100.0	B0	30000	0.08897670094702922	0.005884302723150662	1071830943451299.4
Na II	100	100.0	O0	50000	6061.299791869372	518.2950822544279	1219391286639239.0
Na III	0	1e-20	M6	3000	8.46252532550257e-90	9.669281346272109e-91	1504655556481.574
Na III	0	1e-20	K1	5000	1.0259048264623069e-54	1.172198843726757e-55	1504655556481.574
Na III	0	1e-20	F8	6000	5.376216693666953e-22	6.142865136596016e-23	1504655556481.574
Na III	0	1e-20	A6	8000	1.3578254158393721e-27	1.5514513055930159e-28	1504655556481.6233
Na III	0	1e-20	A0	10000	3.7010123973176576e-20	4.2287767240796136e-21	1504655556527.8672
Na III	0	1e-20	B5	15000	6.3435418986158815e-06	7.182938854312457e-07	1505548666840.5837
Na III	0	1e-20	B0	30000	0.04712801289887831	0.005365718633964974	1505078078463.8167
